DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00523594, 0.0166083, -0.0773715, -0.0142352, 0.469036, -0.00308684
0.026913, -0.00727464, 0.0102147, -0.00745503, 0.00166598, -0.00471723, 0.00667595, -0.00523594, 1, -0.0189815, 0.0265099, 0.404199, 0.690499, 0.0328248
-0.0868334, 0.0155793, -0.0209021, 0.0215713, 0.000437326, 0.0103002, -0.00210566, 0.0166083, -0.0189815, 1, -0.089676, -0.734602, 0.387656, 0.0355015
0.997051, -0.121034, 0.242791, -0.272121, 0.0275692, -0.15046, 0.0377339, -0.0773715, 0.0265099, -0.089676, 1, 0.0874654, -0.0245505, -0.0123336
0.0820079, -0.0156362, 0.456278, -0.0143038, -0.0066867, -0.00346719, 0.421106, -0.0142352, 0.404199, -0.734602, 0.0874654, 1, -0.0133335, -0.0269187
-0.0226585, 0.503506, -0.00842335, -0.014216, 0.0217619, -0.0187596, -0.00269897, 0.469036, 0.690499, 0.387656, -0.0245505, -0.0133335, 1, -0.00223566
-0.00998891, 0.00351424, 0.0105539, 0.00531706, -0.00251129, 0.0035292, 0.0125727, -0.00308684, 0.0328248, 0.0355015, -0.0123336, -0.0269187, -0.00223566, 1
DJI_20211224093541_0591.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0262139, -0.0875026, 0.997373, 0.0826158, -0.0245677, -0.0131103
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00742153, 0.0144581, -0.120876, -0.0143586, 0.506024, 0.00735322
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0104288, -0.0203541, 0.242833, 0.459368, -0.00784111, 0.013037
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0078009, 0.0221708, -0.27225, -0.0159138, -0.0129131, 0.00490345
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00208561, -0.000170242, 0.027711, -0.00523771, 0.0209476, -0.00133833
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00496808, 0.0111622, -0.150719, -0.00498828, -0.0176891, 0.00273549
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00702791, -0.00174194, 0.037622, 0.424139, -0.00193383, 0.0156952
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00465728, 0.0158109, -0.077179, -0.013107, 0.471584, 0.000924723
0.0262139, -0.00742153, 0.0104288, -0.0078009, 0.00208561, -0.00496808, 0.00702791, -0.00465728, 1, -0.0221631, 0.0253541, 0.413429, 0.696132, 0.0378714
-0.0875026, 0.0144581, -0.0203541, 0.0221708, -0.000170242, 0.0111622, -0.00174194, 0.0158109, -0.0221631, 1, -0.0913943, -0.737218, 0.384527, 0.0281175
0.997373, -0.120876, 0.242833, -0.27225, 0.027711, -0.150719, 0.037622, -0.077179, 0.0253541, -0.0913943, 1, 0.0882317, -0.0279698, -0.0145217
0.0826158, -0.0143586, 0.459368, -0.0159138, -0.00523771, -0.00498828, 0.424139, -0.013107, 0.413429, -0.737218, 0.0882317, 1, -0.00401751, -0.0207346
-0.0245677, 0.506024, -0.00784111, -0.0129131, 0.0209476, -0.0176891, -0.00193383, 0.471584, 0.696132, 0.384527, -0.0279698, -0.00401751, 1, 0.00097242
-0.0131103, 0.00735322, 0.013037, 0.00490345, -0.00133833, 0.00273549, 0.0156952, 0.000924723, 0.0378714, 0.0281175, -0.0145217, -0.0207346, 0.00097242, 1
DJI_20211224093542_0592.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0275441, -0.0883653, 0.997697, 0.0809573, -0.0264661, -0.0153341
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0075942, 0.014257, -0.121111, -0.014737, 0.511496, 0.00366108
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0110262, -0.0198336, 0.242791, 0.462217, -0.00717687, 0.0150727
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0088466, 0.022051, -0.272746, -0.0156048, -0.0119381, 0.00487891
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00348364, 0.000298894, 0.0280831, -0.00478269, 0.0212991, -0.000929756
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00696334, 0.0106359, -0.151078, -0.00536122, -0.0185187, 0.00271447
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00790047, -0.00101933, 0.0376129, 0.427377, -0.000466221, 0.018114
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00432036, 0.0153993, -0.077396, -0.0134156, 0.476649, -0.000741573
0.0275441, -0.0075942, 0.0110262, -0.0088466, 0.00348364, -0.00696334, 0.00790047, -0.00432036, 1, -0.0253832, 0.024365, 0.412758, 0.696421, 0.0314789
-0.0883653, 0.014257, -0.0198336, 0.022051, 0.000298894, 0.0106359, -0.00101933, 0.0153993, -0.0253832, 1, -0.0911329, -0.742778, 0.388298, 0.0207079
0.997697, -0.121111, 0.242791, -0.272746, 0.0280831, -0.151078, 0.0376129, -0.077396, 0.024365, -0.0911329, 1, 0.0835271, -0.0316647, -0.0169707
0.0809573, -0.014737, 0.462217, -0.0156048, -0.00478269, -0.00536122, 0.427377, -0.0134156, 0.412758, -0.742778, 0.0835271, 1, -0.0111424, -0.0347534
-0.0264661, 0.511496, -0.00717687, -0.0119381, 0.0212991, -0.0185187, -0.000466221, 0.476649, 0.696421, 0.388298, -0.0316647, -0.0111424, 1, 0.00684013
-0.0153341, 0.00366108, 0.0150727, 0.00487891, -0.000929756, 0.00271447, 0.018114, -0.000741573, 0.0314789, 0.0207079, -0.0169707, -0.0347534, 0.00684013, 1
DJI_20211224093544_0593.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0283069, -0.0880295, 0.997777, 0.0804583, -0.0272495, -0.0160206
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00912353, 0.0134154, -0.121031, -0.0152379, 0.509948, -0.0117213
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0115338, -0.0207996, 0.242679, 0.463794, -0.00694261, 0.0135695
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00653338, 0.0227009, -0.272238, -0.0135617, -0.00946056, 0.00579227
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -8.40652e-05, -0.000601302, 0.0274613, -0.00707793, 0.0178478, -0.00108703
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00259943, 0.0114017, -0.150452, -0.00257196, -0.0140944, 0.00253584
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00894228, -0.00179768, 0.0377795, 0.429038, 0.000794347, 0.0172423
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00541194, 0.0145382, -0.0774201, -0.0138469, 0.475156, -0.0116481
0.0283069, -0.00912353, 0.0115338, -0.00653338, -8.40652e-05, -0.00259943, 0.00894228, -0.00541194, 1, -0.0218138, 0.0240384, 0.408588, 0.695775, -0.00627569
-0.0880295, 0.0134154, -0.0207996, 0.0227009, -0.000601302, 0.0114017, -0.00179768, 0.0145382, -0.0218138, 1, -0.0871612, -0.748071, 0.397598, 0.0119941
0.997777, -0.121031, 0.242679, -0.272238, 0.0274613, -0.150452, 0.0377795, -0.0774201, 0.0240384, -0.0871612, 1, 0.0783101, -0.0310554, -0.0174676
0.0804583, -0.0152379, 0.463794, -0.0135617, -0.00707793, -0.00257196, 0.429038, -0.0138469, 0.408588, -0.748071, 0.0783101, 1, -0.0227938, -0.0211119
-0.0272495, 0.509948, -0.00694261, -0.00946056, 0.0178478, -0.0140944, 0.000794347, 0.475156, 0.695775, 0.397598, -0.0310554, -0.0227938, 1, -0.00100793
-0.0160206, -0.0117213, 0.0135695, 0.00579227, -0.00108703, 0.00253584, 0.0172423, -0.0116481, -0.00627569, 0.0119941, -0.0174676, -0.0211119, -0.00100793, 1
DJI_20211224093545_0594.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0303615, -0.0899266, 0.997899, 0.0797442, -0.0267616, -0.0187561
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0090407, 0.0150293, -0.121032, -0.0165376, 0.512695, -0.00621986
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00939325, -0.0208144, 0.242656, 0.466549, -0.00789933, 0.011797
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00959317, 0.0222815, -0.272534, -0.0144042, -0.0119238, 0.0080684
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.0027814, 2.88876e-05, 0.0278018, -0.00574004, 0.0204022, -0.00268564
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00598613, 0.0114368, -0.150822, -0.00428567, -0.0167837, 0.00422997
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0069846, -0.00268865, 0.0376178, 0.433271, -0.000305292, 0.0155962
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00443421, 0.0167403, -0.0774498, -0.0156115, 0.478537, -0.00519029
0.0303615, -0.0090407, 0.00939325, -0.00959317, 0.0027814, -0.00598613, 0.0069846, -0.00443421, 1, -0.0208752, 0.0271339, 0.409273, 0.696438, -0.00130922
-0.0899266, 0.0150293, -0.0208144, 0.0222815, 2.88876e-05, 0.0114368, -0.00268865, 0.0167403, -0.0208752, 1, -0.0908346, -0.74607, 0.397028, 0.00767956
0.997899, -0.121032, 0.242656, -0.272534, 0.0278018, -0.150822, 0.0376178, -0.0774498, 0.0271339, -0.0908346, 1, 0.0793218, -0.0310423, -0.0193231
0.0797442, -0.0165376, 0.466549, -0.0144042, -0.00574004, -0.00428567, 0.433271, -0.0156115, 0.409273, -0.74607, 0.0793218, 1, -0.0206251, -0.0166688
-0.0267616, 0.512695, -0.00789933, -0.0119238, 0.0204022, -0.0167837, -0.000305292, 0.478537, 0.696438, 0.397028, -0.0310423, -0.0206251, 1, -0.00232705
-0.0187561, -0.00621986, 0.011797, 0.0080684, -0.00268564, 0.00422997, 0.0155962, -0.00519029, -0.00130922, 0.00767956, -0.0193231, -0.0166688, -0.00232705, 1
DJI_20211224093547_0595.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0300409, -0.0887744, 0.997863, 0.0795293, -0.0283819, -0.0178362
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00889943, 0.0138997, -0.120957, -0.0147738, 0.50992, -0.00726785
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00997642, -0.0194063, 0.242755, 0.463291, -0.00576808, 0.00915996
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00880317, 0.0219645, -0.272472, -0.0146982, -0.0110887, 0.0076926
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00221994, 0.000218317, 0.0277277, -0.00549348, 0.0202743, -0.00240817
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00554159, 0.010944, -0.150757, -0.00434511, -0.0167104, 0.00374703
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00629896, -0.00129306, 0.0377875, 0.429727, 0.000776438, 0.0131706
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00471515, 0.0156355, -0.0774293, -0.0146366, 0.475432, -0.00672838
0.0300409, -0.00889943, 0.00997642, -0.00880317, 0.00221994, -0.00554159, 0.00629896, -0.00471515, 1, -0.0259514, 0.0267481, 0.422292, 0.702274, -0.0139307
-0.0887744, 0.0138997, -0.0194063, 0.0219645, 0.000218317, 0.010944, -0.00129306, 0.0156355, -0.0259514, 1, -0.088863, -0.742168, 0.386641, -0.0017007
0.997863, -0.120957, 0.242755, -0.272472, 0.0277277, -0.150757, 0.0377875, -0.0774293, 0.0267481, -0.088863, 1, 0.0779327, -0.0324636, -0.0183491
0.0795293, -0.0147738, 0.463291, -0.0146982, -0.00549348, -0.00434511, 0.429727, -0.0146366, 0.422292, -0.742168, 0.0779327, 1, -0.000265163, -0.0153092
-0.0283819, 0.50992, -0.00576808, -0.0110887, 0.0202743, -0.0167104, 0.000776438, 0.475432, 0.702274, 0.386641, -0.0324636, -0.000265163, 1, -0.0063797
-0.0178362, -0.00726785, 0.00915996, 0.0076926, -0.00240817, 0.00374703, 0.0131706, -0.00672838, -0.0139307, -0.0017007, -0.0183491, -0.0153092, -0.0063797, 1
DJI_20211224093548_0596.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0295877, -0.0896353, 0.997893, 0.0828193, -0.0280574, -0.0174014
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00936489, 0.0146016, -0.121184, -0.0152587, 0.512072, -0.00638015
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0111551, -0.0211226, 0.242715, 0.465542, -0.00486637, 0.00464374
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00710812, 0.0221579, -0.272193, -0.015135, -0.00991062, 0.00540312
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000493624, 0.000289132, 0.0273836, -0.006059, 0.0188699, -0.000575508
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00390223, 0.0109461, -0.1504, -0.00414652, -0.0154918, 0.00235129
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00707123, -0.00340604, 0.037822, 0.431511, 0.000941936, 0.00817054
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00598384, 0.016358, -0.0777524, -0.0158881, 0.477023, -0.0069588
0.0295877, -0.00936489, 0.0111551, -0.00710812, 0.000493624, -0.00390223, 0.00707123, -0.00598384, 1, -0.0300039, 0.0261693, 0.430818, 0.702714, -0.014568
-0.0896353, 0.0146016, -0.0211226, 0.0221579, 0.000289132, 0.0109461, -0.00340604, 0.016358, -0.0300039, 1, -0.0894134, -0.740015, 0.38013, -0.00725121
0.997893, -0.121184, 0.242715, -0.272193, 0.0273836, -0.1504, 0.037822, -0.0777524, 0.0261693, -0.0894134, 1, 0.0806698, -0.0325321, -0.0175542
0.0828193, -0.0152587, 0.465542, -0.015135, -0.006059, -0.00414652, 0.431511, -0.0158881, 0.430818, -0.740015, 0.0806698, 1, 0.0103242, -0.0183952
-0.0280574, 0.512072, -0.00486637, -0.00991062, 0.0188699, -0.0154918, 0.000941936, 0.477023, 0.702714, 0.38013, -0.0325321, 0.0103242, 1, -0.00384957
-0.0174014, -0.00638015, 0.00464374, 0.00540312, -0.000575508, 0.00235129, 0.00817054, -0.0069588, -0.014568, -0.00725121, -0.0175542, -0.0183952, -0.00384957, 1
DJI_20211224093550_0597.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0307461, -0.0897269, 0.997992, 0.0823672, -0.0275065, -0.0168411
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00999218, 0.013474, -0.121153, -0.0149067, 0.513638, -0.00489039
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0109209, -0.0207634, 0.242475, 0.467113, -0.00497248, 0.0019752
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00714674, 0.02274, -0.272319, -0.015306, -0.00893719, 0.00607852
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000146394, -0.000326252, 0.0274533, -0.00572839, 0.0176933, -0.00132734
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00365913, 0.0116737, -0.15045, -0.00451902, -0.0143903, 0.00286783
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00667286, -0.00324723, 0.0375346, 0.433446, 0.000944955, 0.00462898
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.0064851, 0.0162161, -0.0777331, -0.0164277, 0.479201, -0.00391821
0.0307461, -0.00999218, 0.0109209, -0.00714674, 0.000146394, -0.00365913, 0.00667286, -0.0064851, 1, -0.0345013, 0.0278102, 0.433782, 0.701804, -0.00969774
-0.0897269, 0.013474, -0.0207634, 0.02274, -0.000326252, 0.0116737, -0.00324723, 0.0162161, -0.0345013, 1, -0.0901252, -0.742024, 0.378891, -0.0162745
0.997992, -0.121153, 0.242475, -0.272319, 0.0274533, -0.15045, 0.0375346, -0.0777331, 0.0278102, -0.0901252, 1, 0.0809358, -0.0319283, -0.0161576
0.0823672, -0.0149067, 0.467113, -0.015306, -0.00572839, -0.00451902, 0.433446, -0.0164277, 0.433782, -0.742024, 0.0809358, 1, 0.0104373, -0.0157824
-0.0275065, 0.513638, -0.00497248, -0.00893719, 0.0176933, -0.0143903, 0.000944955, 0.479201, 0.701804, 0.378891, -0.0319283, 0.0104373, 1, -0.00551533
-0.0168411, -0.00489039, 0.0019752, 0.00607852, -0.00132734, 0.00286783, 0.00462898, -0.00391821, -0.00969774, -0.0162745, -0.0161576, -0.0157824, -0.00551533, 1
DJI_20211224093551_0598.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0334768, -0.0907614, 0.998038, 0.078752, -0.0264388, -0.0122484
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00976489, 0.0136483, -0.121373, -0.0151808, 0.518445, -0.0110859
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0108335, -0.0193998, 0.242408, 0.466146, -0.00543562, 0.00260866
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0105173, 0.0235642, -0.272619, -0.0166921, -0.01101, 0.0046333
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00337069, -0.000844406, 0.0278514, -0.00324857, 0.0200313, -0.00131381
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00739074, 0.0120488, -0.150876, -0.00630683, -0.0172357, 0.00245812
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0068759, -0.00155902, 0.0375539, 0.433446, 0.00136663, 0.00437899
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00471229, 0.0161703, -0.0779464, -0.0155419, 0.485043, -0.00818173
0.0334768, -0.00976489, 0.0108335, -0.0105173, 0.00337069, -0.00739074, 0.0068759, -0.00471229, 1, -0.0307531, 0.0294642, 0.420849, 0.694012, -0.0192138
-0.0907614, 0.0136483, -0.0193998, 0.0235642, -0.000844406, 0.0120488, -0.00155902, 0.0161703, -0.0307531, 1, -0.0902408, -0.747077, 0.389025, -0.010192
0.998038, -0.121373, 0.242408, -0.272619, 0.0278514, -0.150876, 0.0375539, -0.0779464, 0.0294642, -0.0902408, 1, 0.0759317, -0.031428, -0.0122734
0.078752, -0.0151808, 0.466146, -0.0166921, -0.00324857, -0.00630683, 0.433446, -0.0155419, 0.420849, -0.747077, 0.0759317, 1, -0.0108498, -0.0302679
-0.0264388, 0.518445, -0.00543562, -0.01101, 0.0200313, -0.0172357, 0.00136663, 0.485043, 0.694012, 0.389025, -0.031428, -0.0108498, 1, -0.00738468
-0.0122484, -0.0110859, 0.00260866, 0.0046333, -0.00131381, 0.00245812, 0.00437899, -0.00818173, -0.0192138, -0.010192, -0.0122734, -0.0302679, -0.00738468, 1
DJI_20211224093553_0599.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0332691, -0.0894229, 0.997873, 0.0684336, -0.0240044, -0.00415821
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0096659, 0.0133379, -0.121209, -0.0140223, 0.514004, -0.0141034
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0115383, -0.0201269, 0.242446, 0.463853, -0.00432654, 0.00736755
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00906747, 0.0243134, -0.272448, -0.014346, -0.0100945, 0.0028355
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00169462, -0.00232228, 0.0276996, -0.00292167, 0.0180324, -0.00182946
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00537444, 0.0136395, -0.150692, -0.0053921, -0.0150336, 0.00222729
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00798685, -0.00184772, 0.0376656, 0.433092, 0.0024372, 0.0080024
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00536306, 0.0155679, -0.0777769, -0.0150708, 0.4805, -0.0122084
0.0332691, -0.0096659, 0.0115383, -0.00906747, 0.00169462, -0.00537444, 0.00798685, -0.00536306, 1, -0.022594, 0.0287161, 0.416221, 0.694914, -0.0214307
-0.0894229, 0.0133379, -0.0201269, 0.0243134, -0.00232228, 0.0136395, -0.00184772, 0.0155679, -0.022594, 1, -0.0889433, -0.743308, 0.393436, -0.0131859
0.997873, -0.121209, 0.242446, -0.272448, 0.0276996, -0.150692, 0.0376656, -0.0777769, 0.0287161, -0.0889433, 1, 0.0652486, -0.0293456, -0.00367403
0.0684336, -0.0140223, 0.463853, -0.014346, -0.00292167, -0.0053921, 0.433092, -0.0150708, 0.416221, -0.743308, 0.0652486, 1, -0.0125365, -0.0255431
-0.0240044, 0.514004, -0.00432654, -0.0100945, 0.0180324, -0.0150336, 0.0024372, 0.4805, 0.694914, 0.393436, -0.0293456, -0.0125365, 1, -0.00731815
-0.00415821, -0.0141034, 0.00736755, 0.0028355, -0.00182946, 0.00222729, 0.0080024, -0.0122084, -0.0214307, -0.0131859, -0.00367403, -0.0255431, -0.00731815, 1
DJI_20211224093554_0600.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0331525, -0.0889453, 0.997851, 0.0637638, -0.023488, 0.00472458
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0100107, 0.0134979, -0.121223, -0.0136884, 0.513187, -0.0174101
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0113744, -0.0206959, 0.242385, 0.464563, -0.00432043, 0.010222
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00731954, 0.0237044, -0.271961, -0.0108271, -0.00823793, 0.000710174
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000727541, -0.00177111, 0.0270452, -0.00569221, 0.0152908, -0.00201596
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0024721, 0.013112, -0.149948, -0.00196281, -0.011856, 0.00131073
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00779479, -0.00270023, 0.0376583, 0.435106, 0.00219804, 0.00892609
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00586136, 0.0156232, -0.0777432, -0.0146214, 0.479711, -0.0156773
0.0331525, -0.0100107, 0.0113744, -0.00731954, -0.000727541, -0.0024721, 0.00779479, -0.00586136, 1, -0.0247718, 0.0281569, 0.419017, 0.696171, -0.0274709
-0.0889453, 0.0134979, -0.0206959, 0.0237044, -0.00177111, 0.013112, -0.00270023, 0.0156232, -0.0247718, 1, -0.0882246, -0.741614, 0.390132, -0.0187989
