DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0289373, -0.0885347, 0.99761, 0.113393, -0.0452501, -0.00238091
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00765869, 0.0143666, -0.120662, -0.0214393, 0.47586, -0.00673834
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0108491, -0.0228602, 0.241989, 0.446565, -0.00860367, -0.0161573
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00816129, 0.0227391, -0.272381, -0.0223171, -0.000348583, 0.00622288
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00148762, -0.000971375, 0.0275244, -0.00563062, 0.0129184, -0.0072165
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00459371, 0.0121983, -0.15045, -0.00883141, -0.00748608, 0.00766665
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00816808, -0.00390385, 0.0370739, 0.405775, 0.00254823, -0.0113765
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00602808, 0.0145013, -0.0775271, -0.0188023, 0.429992, -0.00471842
0.0289373, -0.00765869, 0.0108491, -0.00816129, 0.00148762, -0.00459371, 0.00816808, -0.00602808, 1, -0.00816381, 0.0327472, 0.407298, 0.702486, -0.0174121
-0.0885347, 0.0143666, -0.0228602, 0.0227391, -0.000971375, 0.0121983, -0.00390385, 0.0145013, -0.00816381, 1, -0.0851517, -0.739146, 0.409322, -0.00796436
0.99761, -0.120662, 0.241989, -0.272381, 0.0275244, -0.15045, 0.0370739, -0.0775271, 0.0327472, -0.0851517, 1, 0.112599, -0.0389972, -0.0037788
0.113393, -0.0214393, 0.446565, -0.0223171, -0.00563062, -0.00883141, 0.405775, -0.0188023, 0.407298, -0.739146, 0.112599, 1, -0.0183085, -0.00835887
-0.0452501, 0.47586, -0.00860367, -0.000348583, 0.0129184, -0.00748608, 0.00254823, 0.429992, 0.702486, 0.409322, -0.0389972, -0.0183085, 1, -0.0364168
-0.00238091, -0.00673834, -0.0161573, 0.00622288, -0.0072165, 0.00766665, -0.0113765, -0.00471842, -0.0174121, -0.00796436, -0.0037788, -0.00835887, -0.0364168, 1
DJI_20211224094752_0202.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0311619, -0.089593, 0.99768, 0.111222, -0.0471266, 0.00530423
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00802923, 0.0168831, -0.120741, -0.0227333, 0.483858, -0.00854347
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0108511, -0.0210448, 0.2421, 0.448001, -0.0090439, -0.021986
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0106455, 0.0226871, -0.272614, -0.0212803, -0.000834923, 0.00204403
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00392839, -0.00117689, 0.0277855, -0.00504364, 0.0139036, -0.00370327
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00774403, 0.0129437, -0.150683, -0.0100108, -0.00841961, 0.00268163
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00771615, -0.00314237, 0.0371219, 0.408213, 0.00197683, -0.0160419
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00539028, 0.0178325, -0.0778426, -0.0200207, 0.438447, -0.0011362
0.0311619, -0.00802923, 0.0108511, -0.0106455, 0.00392839, -0.00774403, 0.00771615, -0.00539028, 1, -0.0103455, 0.0365172, 0.406359, 0.700324, -0.0319527
-0.089593, 0.0168831, -0.0210448, 0.0226871, -0.00117689, 0.0129437, -0.00314237, 0.0178325, -0.0103455, 1, -0.0850716, -0.735992, 0.407795, -0.00146044
0.99768, -0.120741, 0.2421, -0.272614, 0.0277855, -0.150683, 0.0371219, -0.0778426, 0.0365172, -0.0850716, 1, 0.110424, -0.0388606, 0.00307584
0.111222, -0.0227333, 0.448001, -0.0212803, -0.00504364, -0.0100108, 0.408213, -0.0200207, 0.406359, -0.735992, 0.110424, 1, -0.0190408, 0.00525067
-0.0471266, 0.483858, -0.0090439, -0.000834923, 0.0139036, -0.00841961, 0.00197683, 0.438447, 0.700324, 0.407795, -0.0388606, -0.0190408, 1, -0.0486053
0.00530423, -0.00854347, -0.021986, 0.00204403, -0.00370327, 0.00268163, -0.0160419, -0.0011362, -0.0319527, -0.00146044, 0.00307584, 0.00525067, -0.0486053, 1
DJI_20211224094753_0203.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0295606, -0.0903461, 0.997844, 0.112164, -0.0453573, 0.0113846
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00742853, 0.013089, -0.120535, -0.0187847, 0.481719, -0.00478119
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0111461, -0.0212811, 0.24222, 0.45385, -0.00933352, -0.0165893
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00370425, 0.0246791, -0.272613, -0.0208431, 0.00254144, -0.00800426
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00366159, -0.00250646, 0.0277032, -0.00624973, 0.00962871, 0.00566562
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, 0.000434088, 0.0138903, -0.150637, -0.00841883, -0.00411544, -0.00702561
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00878902, -0.0020119, 0.0370835, 0.412525, 0.00281573, -0.00982958
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00545112, 0.0131143, -0.0775395, -0.014883, 0.436402, 0.00552833
0.0295606, -0.00742853, 0.0111461, -0.00370425, -0.00366159, 0.000434088, 0.00878902, -0.00545112, 1, -0.0209184, 0.0345826, 0.419684, 0.705346, 0.0448159
-0.0903461, 0.013089, -0.0212811, 0.0246791, -0.00250646, 0.0138903, -0.0020119, 0.0131143, -0.0209184, 1, -0.0881759, -0.747369, 0.420163, 0.0201763
0.997844, -0.120535, 0.24222, -0.272613, 0.0277032, -0.150637, 0.0370835, -0.0775395, 0.0345826, -0.0881759, 1, 0.117858, -0.0386898, 0.0120994
0.112164, -0.0187847, 0.45385, -0.0208431, -0.00624973, -0.00841883, 0.412525, -0.014883, 0.419684, -0.747369, 0.117858, 1, -0.0268214, 0.0231407
-0.0453573, 0.481719, -0.00933352, 0.00254144, 0.00962871, -0.00411544, 0.00281573, 0.436402, 0.705346, 0.420163, -0.0386898, -0.0268214, 1, -0.0396113
0.0113846, -0.00478119, -0.0165893, -0.00800426, 0.00566562, -0.00702561, -0.00982958, 0.00552833, 0.0448159, 0.0201763, 0.0120994, 0.0231407, -0.0396113, 1
DJI_20211224094755_0204.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0275786, -0.0864305, 0.997326, 0.0873951, -0.0406476, 0.00667342
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00289745, 0.0163016, -0.119919, -0.0174917, 0.478381, -0.0116086
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0107544, -0.0213584, 0.24225, 0.44122, -0.00907705, -0.0204862
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0108904, 0.0232631, -0.273071, -0.0134606, -0.00159875, 0.00255783
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00381361, -0.00204666, 0.0283735, -0.00799431, 0.0125738, -0.00384529
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00612559, 0.0130479, -0.151251, -0.00349923, -0.00734593, 0.00245352
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00861007, -0.00258127, 0.0374279, 0.403081, 0.00271014, -0.0113878
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.000905894, 0.0168527, -0.0769846, -0.0148219, 0.434383, -0.00297061
0.0275786, -0.00289745, 0.0107544, -0.0108904, 0.00381361, -0.00612559, 0.00861007, -0.000905894, 1, -0.0205079, 0.0343428, 0.427526, 0.715098, 0.0193146
-0.0864305, 0.0163016, -0.0213584, 0.0232631, -0.00204666, 0.0130479, -0.00258127, 0.0168527, -0.0205079, 1, -0.0806143, -0.752752, 0.416358, 0.00710826
0.997326, -0.119919, 0.24225, -0.273071, 0.0283735, -0.151251, 0.0374279, -0.0769846, 0.0343428, -0.0806143, 1, 0.0879857, -0.0295714, 0.00755358
0.0873951, -0.0174917, 0.44122, -0.0134606, -0.00799431, -0.00349923, 0.403081, -0.0148219, 0.427526, -0.752752, 0.0879857, 1, -0.0169672, 0.0413983
-0.0406476, 0.478381, -0.00907705, -0.00159875, 0.0125738, -0.00734593, 0.00271014, 0.434383, 0.715098, 0.416358, -0.0295714, -0.0169672, 1, -0.00394181
0.00667342, -0.0116086, -0.0204862, 0.00255783, -0.00384529, 0.00245352, -0.0113878, -0.00297061, 0.0193146, 0.00710826, 0.00755358, 0.0413983, -0.00394181, 1
DJI_20211224094756_0205.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0262294, -0.0885902, 0.997335, 0.0659643, -0.0399796, -0.00520323
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00279143, 0.0162196, -0.120438, -0.0143771, 0.476875, -0.00648069
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0114635, -0.023257, 0.242131, 0.439342, -0.0102854, -0.0253389
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00883737, 0.019929, -0.272491, -0.0148932, -0.00107418, 0.00108613
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00255485, 0.00164877, 0.0276539, -0.00164827, 0.0120651, -0.000702996
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00529223, 0.00985168, -0.150491, -0.0064611, -0.00730344, 0.00186596
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00873129, -0.00510499, 0.0372734, 0.405614, 0.00125501, -0.0116514
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00182876, 0.0171943, -0.0775262, -0.0134307, 0.43331, 0.00157817
0.0262294, -0.00279143, 0.0114635, -0.00883737, 0.00255485, -0.00529223, 0.00873129, -0.00182876, 1, -0.0259415, 0.0336969, 0.42881, 0.717468, -0.0282711
-0.0885902, 0.0162196, -0.023257, 0.019929, 0.00164877, 0.00985168, -0.00510499, 0.0171943, -0.0259415, 1, -0.0842277, -0.751538, 0.401796, -0.00622408
0.997335, -0.120438, 0.242131, -0.272491, 0.0276539, -0.150491, 0.0372734, -0.0775262, 0.0336969, -0.0842277, 1, 0.0628616, -0.0291873, -0.00636812
0.0659643, -0.0143771, 0.439342, -0.0148932, -0.00164827, -0.0064611, 0.405614, -0.0134307, 0.42881, -0.751538, 0.0628616, 1, -0.0053458, 0.0323594
-0.0399796, 0.476875, -0.0102854, -0.00107418, 0.0120651, -0.00730344, 0.00125501, 0.43331, 0.717468, 0.401796, -0.0291873, -0.0053458, 1, 0.0438137
-0.00520323, -0.00648069, -0.0253389, 0.00108613, -0.000702996, 0.00186596, -0.0116514, 0.00157817, -0.0282711, -0.00622408, -0.00636812, 0.0323594, 0.0438137, 1
DJI_20211224094758_0206.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0256979, -0.0865334, 0.997521, 0.0429194, -0.0389657, -0.0110143
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00698911, 0.0141752, -0.12078, -0.0119174, 0.473056, -0.00969913
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0100524, -0.021204, 0.242051, 0.437653, -0.0126035, -0.027302
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00459448, 0.0210396, -0.272752, -0.00760915, -0.000860558, 0.00640488
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00168576, 0.000841542, 0.0278546, -0.00453033, 0.0116342, -0.00546021
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00120317, 0.00965916, -0.150673, 6.98828e-06, -0.00708903, 0.00766836
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00704457, -0.00303261, 0.0373451, 0.408939, 0.000398884, -0.00979738
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00651048, 0.0150469, -0.077959, -0.011914, 0.430499, -0.00275921
0.0256979, -0.00698911, 0.0100524, -0.00459448, -0.00168576, -0.00120317, 0.00704457, -0.00651048, 1, -0.0242387, 0.032382, 0.411319, 0.702537, -0.0873364
-0.0865334, 0.0141752, -0.021204, 0.0210396, 0.000841542, 0.00965916, -0.00303261, 0.0150469, -0.0242387, 1, -0.0807679, -0.743098, 0.397152, -0.0127709
0.997521, -0.12078, 0.242051, -0.272752, 0.0278546, -0.150673, 0.0373451, -0.077959, 0.032382, -0.0807679, 1, 0.0336521, -0.0286531, -0.0133574
0.0429194, -0.0119174, 0.437653, -0.00760915, -0.00453033, 6.98828e-06, 0.408939, -0.011914, 0.411319, -0.743098, 0.0336521, 1, -0.0142149, 0.0274236
-0.0389657, 0.473056, -0.0126035, -0.000860558, 0.0116342, -0.00708903, 0.000398884, 0.430499, 0.702537, 0.397152, -0.0286531, -0.0142149, 1, 0.0960531
-0.0110143, -0.00969913, -0.027302, 0.00640488, -0.00546021, 0.00766836, -0.00979738, -0.00275921, -0.0873364, -0.0127709, -0.0133574, 0.0274236, 0.0960531, 1
DJI_20211224094759_0207.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0276313, -0.0831409, 0.996852, 0.0330016, -0.0383769, 0.000645212
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00637863, 0.0134346, -0.120394, -0.00858565, 0.459759, -0.00446332
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0103197, -0.0203417, 0.242033, 0.420246, -0.0131306, -0.02346
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00899085, 0.0216503, -0.272428, -0.00592652, 0.000131941, 0.000434924
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00246968, -0.000889853, 0.0279079, -0.00283849, 0.0102663, -0.00182582
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00532047, 0.0113133, -0.150766, -0.00107278, -0.00545711, 0.00270478
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00660659, -0.00234073, 0.0373367, 0.392967, 0.00122166, -0.00815034
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.004978, 0.0143646, -0.0775654, -0.00825762, 0.419318, 0.0029045
0.0276313, -0.00637863, 0.0103197, -0.00899085, 0.00246968, -0.00532047, 0.00660659, -0.004978, 1, -0.011876, 0.036417, 0.399679, 0.680317, -0.00980682
-0.0831409, 0.0134346, -0.0203417, 0.0216503, -0.000889853, 0.0113133, -0.00234073, 0.0143646, -0.011876, 1, -0.0774526, -0.713069, 0.39431, -0.00326352
0.996852, -0.120394, 0.242033, -0.272428, 0.0279079, -0.150766, 0.0373367, -0.0775654, 0.036417, -0.0774526, 1, 0.0294261, -0.0246789, 0.00206898
0.0330016, -0.00858565, 0.420246, -0.00592652, -0.00283849, -0.00107278, 0.392967, -0.00825762, 0.399679, -0.713069, 0.0294261, 1, -0.0156389, 0.0807781
-0.0383769, 0.459759, -0.0131306, 0.000131941, 0.0102663, -0.00545711, 0.00122166, 0.419318, 0.680317, 0.39431, -0.0246789, -0.0156389, 1, 0.123
0.000645212, -0.00446332, -0.02346, 0.000434924, -0.00182582, 0.00270478, -0.00815034, 0.0029045, -0.00980682, -0.00326352, 0.00206898, 0.0807781, 0.123, 1
DJI_20211224094801_0208.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0276647, -0.0828561, 0.996466, 0.0237428, -0.0371745, 0.00554738
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00538397, 0.0151001, -0.120416, -0.00834742, 0.449042, -0.00707804
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0109985, -0.02063, 0.242143, 0.409764, -0.0140591, -0.0181345
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00793934, 0.02109, -0.272155, -0.00236601, 0.00123551, -0.000468547
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00137557, -0.000239217, 0.0276862, -0.00442191, 0.00887973, -0.00255412
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0042455, 0.0104227, -0.150472, 0.00183411, -0.00430216, 0.00303098
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00720446, -0.00204086, 0.0375732, 0.383824, 0.00189003, -0.00343363
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00467697, 0.015946, -0.0775561, -0.00922924, 0.409603, -0.00150055
0.0276647, -0.00538397, 0.0109985, -0.00793934, 0.00137557, -0.0042455, 0.00720446, -0.00467697, 1, -0.0102, 0.034802, 0.388822, 0.663164, -0.0156412
-0.0828561, 0.0151001, -0.02063, 0.02109, -0.000239217, 0.0104227, -0.00204086, 0.015946, -0.0102, 1, -0.0767757, -0.696342, 0.386328, -0.0160786
0.996466, -0.120416, 0.242143, -0.272155, 0.0276862, -0.150472, 0.0375732, -0.0775561, 0.034802, -0.0767757, 1, 0.0183964, -0.0231821, 0.00811778
0.0237428, -0.00834742, 0.409764, -0.00236601, -0.00442191, 0.00183411, 0.383824, -0.00922924, 0.388822, -0.696342, 0.0183964, 1, -0.0140438, 0.127193
-0.0371745, 0.449042, -0.0140591, 0.00123551, 0.00887973, -0.00430216, 0.00189003, 0.409603, 0.663164, 0.386328, -0.0231821, -0.0140438, 1, 0.144789
0.00554738, -0.00707804, -0.0181345, -0.000468547, -0.00255412, 0.00303098, -0.00343363, -0.00150055, -0.0156412, -0.0160786, 0.00811778, 0.127193, 0.144789, 1
DJI_20211224094802_0209.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0283546, -0.0832409, 0.996659, 0.0162056, -0.0338449, 0.0109085
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00587065, 0.0133354, -0.120467, -0.00649381, 0.442443, -0.0075269
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0113865, -0.0205947, 0.242389, 0.40782, -0.0132726, -0.0136608
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00819566, 0.0199865, -0.271967, 0.000813737, 0.000266752, 0.000700117
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00147715, 0.000876886, 0.0275513, -0.00557444, 0.0090311, -0.00487789
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0044476, 0.00971813, -0.15043, 0.00339229, -0.0047142, 0.00421247
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0080586, -0.00219332, 0.0376365, 0.383486, 0.00378591, 0.000979006
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00487739, 0.0138872, -0.0774997, -0.00766778, 0.404418, -0.00172252
0.0283546, -0.00587065, 0.0113865, -0.00819566, 0.00147715, -0.0044476, 0.0080586, -0.00487739, 1, -0.00305722, 0.035344, 0.367331, 0.646111, -0.0302567
-0.0832409, 0.0133354, -0.0205947, 0.0199865, 0.000876886, 0.00971813, -0.00219332, 0.0138872, -0.00305722, 1, -0.0777236, -0.687746, 0.381128, -0.0412709
0.996659, -0.120467, 0.242389, -0.271967, 0.0275513, -0.15043, 0.0376365, -0.0774997, 0.035344, -0.0777236, 1, 0.00933058, -0.0202793, 0.0118715
0.0162056, -0.00649381, 0.40782, 0.000813737, -0.00557444, 0.00339229, 0.383486, -0.00766778, 0.367331, -0.687746, 0.00933058, 1, -0.0247895, 0.134795
-0.0338449, 0.442443, -0.0132726, 0.000266752, 0.0090311, -0.0047142, 0.00378591, 0.404418, 0.646111, 0.381128, -0.0202793, -0.0247895, 1, 0.157304
0.0109085, -0.0075269, -0.0136608, 0.000700117, -0.00487789, 0.00421247, 0.000979006, -0.00172252, -0.0302567, -0.0412709, 0.0118715, 0.134795, 0.157304, 1
DJI_20211224094804_0210.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0282267, -0.0855797, 0.996658, 0.0132602, -0.0323635, 0.0184761
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00369088, 0.0136661, -0.120512, -0.00213647, 0.432887, -0.00144598
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0118925, -0.0211477, 0.242262, 0.399141, -0.0132147, -0.017442
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00955439, 0.0231267, -0.271748, -0.00219021, -0.000158296, -0.00364669
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.0034398, -0.00209464, 0.0273772, -0.000761225, 0.00943455, -0.00212842
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00686273, 0.0130772, -0.150272, -0.00162806, -0.00566836, 0.000308051
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00837141, -0.00228167, 0.0375081, 0.375833, 0.00488586, -0.00289351
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00250973, 0.0141336, -0.0776932, -0.00565711, 0.39602, 0.000980294
0.0282267, -0.00369088, 0.0118925, -0.00955439, 0.0034398, -0.00686273, 0.00837141, -0.00250973, 1, -0.00523133, 0.0386527, 0.360611, 0.625662, -0.0292411
