DJI_20211224092312_0125 H_34.99999_23.32763
2254 2.49530 10.87507
2276 0.54503 9.73103
2277 2.30286 8.77869
2778 -13.05871 7.57153
2809 -13.43698 6.04130
2810 -13.74016 5.89897
2825 -14.64612 7.48167
2869 -14.86367 11.29393
3360 -14.17745 -10.24527
3361 -12.05033 -11.52890
3382 -17.07574 -10.58292
3398 0.14527 -1.57690
3399 8.98561 -1.77288
3400 4.29316 -3.29487
3401 13.80652 -4.25284
3402 -0.39757 0.47934
3406 16.86303 -2.48767
3414 -5.81976 9.46914
3435 5.24528 -5.74632
3436 16.73851 -6.68158
3438 10.12065 -5.03356
3440 1.34511 -3.49720
3441 16.72813 -6.13224
3442 10.80899 -5.21248
3443 16.61029 -5.00850
3445 -3.32005 -3.45746
3523 -13.26221 -8.56710
3525 -17.39273 -8.35668
4460 -16.82790 -2.61574
4465 -12.66481 -2.12873
5437 -13.56970 4.22214
6188 -17.32893 -7.10425
6616 17.23394 -8.52486
7903 16.76340 10.93224
8961 1.44302 -3.80798
11437 17.32931 -8.39078
-99
DJI_20211224093658_0637 H_34.99999_23.32763
1024 17.29641 4.47425
1050 -10.99210 6.72261
1051 1.98999 2.91885
1079 -1.64884 -10.71307
1080 -6.77209 -7.52556
1081 -7.72065 -11.44357
1082 -6.05103 -11.47992
1083 -3.13449 -9.19773
1084 -6.52927 -8.37200
1085 -6.56530 -7.55782
1086 -2.62168 -9.74849
1090 -14.58278 2.64694
1138 -9.06014 -3.72286
1140 -10.05073 -5.69959
1141 -9.04041 -3.52478
1169 -10.49819 -6.54301
1171 -11.65784 -6.74011
1172 -17.04132 -6.66214
1174 -13.28741 -4.81779
1175 -17.37100 -6.58444
1176 -11.16762 -6.76652
1177 -14.32257 -5.17441
1185 6.62986 1.57702
1186 11.32243 2.07257
1187 3.44803 0.74135
1189 -3.77890 -0.96143
1199 -6.83114 5.00142
1202 6.06240 -0.15768
1205 2.82523 1.19714
1208 6.58956 2.89975
1231 -11.28937 -9.53830
1232 -15.66225 -10.78814
1233 -13.43227 -10.27996
1235 -13.76431 -11.42346
1236 -16.74007 -11.40025
1237 -16.85446 -11.03501
1259 10.38666 0.11343
1260 15.59555 -0.29061
1261 14.20467 -1.34716
1262 9.18924 1.69999
1263 -16.88418 -1.65764
1268 8.16364 5.10045
1269 9.69318 0.72486
1271 -11.01083 3.72025
1272 -9.71520 0.94255
1275 15.46031 0.35447
1276 16.75630 6.34164
1277 3.24965 1.38504
1278 10.29501 5.92450
1279 9.92190 -0.33328
1284 12.57813 -0.12710
1285 13.42049 -0.64026
1286 11.85483 2.43609
1287 15.21206 1.38579
1288 13.51172 -1.71382
1289 14.07628 -1.86745
1290 10.71296 2.75895
1311 -11.30020 0.75279
1312 -10.86179 0.88390
1391 -14.82033 2.56562
1757 -3.20729 3.52869
1758 -5.02975 4.09313
1759 2.18117 0.25529
1761 -1.59251 -1.36223
1762 4.09248 -5.13752
1763 3.19382 -6.22614
1764 0.30137 -2.92798
1863 8.32892 -5.13796
1895 13.31232 11.03603
1896 -9.60430 4.92413
1897 -7.76217 5.49430
1899 13.34999 6.52815
1907 14.88216 -5.15469
1910 13.73742 -2.12137
1937 -2.26315 6.83221
1938 13.74348 -5.88138
1939 3.51138 4.57349
1940 15.23722 5.18748
1941 16.04484 5.99549
1942 3.68733 6.15121
1943 -6.30175 0.13444
1944 -7.51389 -2.43036
1945 -2.16407 -2.85727
1946 7.33822 6.20147
1947 14.95152 4.60761
1948 17.07734 3.67946
1949 13.18207 3.98187
1950 8.16069 -2.16626
1951 -8.83249 5.80761
1952 9.74516 2.95650
1953 6.53782 6.34679
1954 10.41913 3.78491
1955 0.06627 6.19210
1956 13.82944 6.52120
1957 3.36893 4.68009
1958 16.44750 3.86011
1959 6.12689 5.70184
1960 14.14058 6.71178
1961 13.55338 5.67479
1962 13.45167 5.31980
1963 -13.15786 -0.77393
1964 -1.96393 5.51127
1965 -11.55114 4.54749
1969 -14.58653 2.34415
1979 6.15380 -2.21268
1980 -4.23724 -3.57743
1981 6.25590 -4.73453
1983 11.25178 -3.69656
1984 16.57394 -3.31541
1985 10.05310 -4.30719
1986 17.04098 1.97852
1987 5.57821 -3.63466
1995 14.18746 -3.91015
2016 16.97151 6.31530
2050 7.22836 2.82219
2084 -9.30847 -2.86594
2085 -16.71617 -3.76580
2086 -8.44102 -6.91502
2088 -13.13890 -8.60734
2089 -16.97581 -8.31740
2090 -16.35598 -8.49660
2251 -1.66994 8.92515
2254 2.76051 6.09016
2256 1.69795 4.08596
2276 0.80548 4.92482
2277 2.56703 3.96988
2439 -0.83942 11.09025
2440 6.36283 10.86537
2441 11.17927 11.05741
2442 6.31438 8.11891
2443 6.62321 8.06417
2444 5.67786 9.64575
2446 4.92307 10.28712
2447 4.68858 11.35602
2448 13.47708 9.97573
2449 13.38249 9.30431
2450 11.50842 8.75048
2451 14.09940 9.51075
2452 10.33501 10.64943
2453 10.55761 11.20148
2454 -1.10312 10.66384
2455 13.08591 10.81202
2456 -0.82414 10.84117
2458 -11.16356 6.92235
2465 -16.24831 8.60054
2483 -10.38091 7.69701
2499 -10.05869 8.69182
2500 -5.80863 11.09446
2501 -10.80532 9.55139
2502 2.69131 8.79613
2503 -2.91881 9.59400
2504 -5.72048 11.29476
2505 1.34850 7.96928
2506 -9.82364 11.25105
2509 2.21903 10.05200
2511 1.29152 8.38595
2695 -12.90849 10.74469
2696 -15.69328 10.59690
2771 -15.77863 9.46640
2772 -11.81325 7.68441
2773 -12.45703 8.16528
2778 -12.81452 2.79215
2785 -13.06718 6.22926
2787 -17.19293 5.92230
2803 -14.10713 1.38961
2809 -13.19064 1.25051
2810 -13.49407 1.11284
2812 -14.40444 5.18172
2825 -14.42106 2.70290
2869 -14.65608 6.56419
3399 9.22233 -6.82293
3400 4.56601 -8.47619
3401 14.02797 -9.40307
3402 -0.11174 -4.79286
3406 17.07117 -7.54232
3414 -5.56757 4.50489
3435 5.48370 -10.79531
3436 16.89724 -11.36891
3438 10.34680 -10.06288
3440 1.61586 -8.53737
3441 16.89313 -10.82380
3442 11.03468 -10.24983
3443 16.79357 -9.84301
3445 -3.07989 -8.23076
4460 -16.53226 -7.36678
4465 -12.38437 -6.92698
4563 -1.43578 -2.26852
5437 -13.31255 -0.78133
7903 17.08227 6.20017
8961 1.69626 -8.85548
8963 16.73404 -9.03905
11424 -17.42805 -8.52029
14662 -12.80523 8.40953
14685 13.70889 9.98738
-99
DJI_20211224093659_0638 H_34.99999_23.32763
1050 -10.74147 1.92204
1051 2.26098 -1.91801
1090 -14.31415 -2.15501
1120 -1.43613 -9.10378
1122 -7.51119 -4.37341
1138 -8.78222 -8.51432
1140 -9.76524 -10.53409
1141 -8.76016 -8.32759
1169 -10.19940 -11.28985
1171 -11.35482 -11.51006
1172 -16.70329 -11.37963
1173 -17.37866 -11.26089
1174 -12.98373 -9.56606
1175 -17.03090 -11.29938
1176 -10.86477 -11.53559
1177 -14.01871 -9.91481
1179 -2.61465 -1.73611
1180 0.60185 -3.14600
1182 13.73529 7.50897
1185 6.88156 -3.24781
1186 11.57701 -2.75266
1187 3.70312 -4.10462
1189 -3.50061 -6.02316
1199 -6.55203 -0.09687
1202 6.32834 -5.40835
1205 3.08410 -3.65522
1208 6.84841 -1.94605
1259 10.63604 -4.70161
1260 15.82768 -5.09374
1261 14.43289 -6.14290
1262 9.44315 -3.12869
1263 -16.58520 -6.59101
1268 8.44006 0.26350
1269 9.93797 -4.10190
1271 -10.73554 -1.39732
1272 -9.43954 -4.00602
1275 15.69996 -4.44608
1276 17.04256 1.55043
1277 3.51336 -3.46127
1278 10.57003 1.09534
1279 10.17160 -5.17108
1284 12.82427 -4.93752
1285 13.67450 -5.44397
1286 12.08821 -2.39054
1287 15.46199 -3.41318
1288 13.74185 -6.51657
1289 14.31018 -6.65733
1290 10.97344 -2.06755
1291 -3.29323 -6.06294
1311 -11.03018 -4.05392
1312 -10.57687 -3.95020
1391 -14.56499 -2.23837
1413 -3.65681 4.72112
1757 -2.90575 -1.76793
1758 -4.74506 -1.02035
1759 2.46833 -5.04687
1761 -1.30792 -6.52654
1762 4.35871 -10.22832
1763 3.43764 -11.12745
1764 0.56752 -8.25013
1863 8.56026 -10.21176
1878 -5.46472 2.74271
1896 -9.33583 -0.09464
1897 -7.47723 0.24036
1899 13.62818 1.72093
1907 15.11281 -10.06807
1910 13.96634 -6.92058
1937 -1.98436 1.61452
1938 13.95378 -10.92228
1939 3.77551 -0.26455
1940 15.51444 0.39790
1941 16.32682 1.19573
1942 3.95881 1.30444
1943 -6.02476 -4.98113
1944 -7.22833 -7.62381
1945 -1.89045 -7.93887
1947 15.22335 -0.19458
1948 17.33869 -1.09836
1949 13.44840 -0.83348
1950 8.40196 -7.00808
1951 -8.56737 0.60821
1952 10.01065 -1.88604
1953 6.81242 1.50358
1954 10.67845 -1.05410
1955 0.32849 1.35764
1956 14.10328 1.72560
1957 3.63538 -0.15629
1958 16.72242 -0.93364
1959 6.39877 0.85329
1960 14.42414 1.90404
1961 13.83514 0.86206
1962 13.72734 0.50543
1963 -12.84136 -5.77905
1964 -1.68254 0.17949
1965 -11.28457 -0.60300
1966 -9.50167 -4.24506
1967 -14.09138 -4.47325
1969 -14.32274 -2.46693
1979 6.39949 -7.02227
1980 -3.94079 -8.74195
1981 6.49596 -9.80982
1983 11.48839 -8.80230
1984 16.78024 -8.12749
1985 10.29450 -9.45475
1986 17.28840 -2.80258
1987 5.83028 -8.70871
1995 14.41046 -8.69072
2016 17.26150 1.52997
2050 7.48230 -2.02043
2084 -9.03268 -7.67352
2085 -16.40168 -8.56782
2251 -1.41141 4.10041
2252 -9.78501 1.11745
2254 3.02449 1.25250
2256 1.95833 -0.75855
2276 1.06457 0.07122
2277 2.83073 -0.86966
2436 7.66515 2.94035
2437 -0.10166 4.47316
2438 10.28353 6.02906
2439 -0.57031 6.24747
2440 6.64326 6.04326
2441 11.47663 6.26272
2442 6.58301 3.27379
2443 6.89222 3.22663
2444 5.95336 4.81368
2446 5.21040 5.46474
2447 4.96606 6.53555
2448 13.78142 5.17496
2449 13.68021 4.49649
2450 11.79925 3.94168
2451 14.39944 4.71247
2452 10.62850 5.84809
2453 10.85171 6.40039
2454 -0.83651 5.82735
2455 13.39238 6.01452
2456 -0.56522 5.99929
2457 -4.03879 10.59078
2458 -10.91610 2.12287
2465 -16.02512 3.84559
2469 5.85492 10.70814
2470 12.17343 11.40158
2471 8.29258 7.77485
2472 12.53611 7.40005
2473 8.30294 11.36477
2474 6.75098 7.74873
2475 13.74016 10.84186
2476 14.16017 9.05291
2477 4.99773 11.14994
2478 12.40828 7.80635
2479 5.68089 10.35122
2480 12.03710 8.14311
2481 13.67615 7.28797
2483 -10.13602 2.89969
2484 -4.75913 5.70737
2499 -9.81444 3.89600
2500 -5.56240 6.27523
2501 -10.56754 4.76654
2502 2.96454 3.95946
2503 -2.65804 4.77273
2504 -5.47513 6.48307
2505 1.61510 3.13179
2506 -9.58784 6.46635
2507 2.82864 5.73626
2508 -4.46718 5.34483
2509 2.47725 5.21743
2510 2.61199 6.72396
2511 1.55856 3.54446
2603 -4.78087 9.26342
2605 -7.87212 7.61496
2606 -8.29940 7.64491
2607 -0.43653 8.42447
2608 -1.08588 8.10206
2609 -10.00783 8.26042
2610 0.12868 9.41920
2611 2.32458 10.74689
2614 -9.05142 8.60832
2615 -5.22456 10.39359
2695 -12.68578 5.97305
2696 -15.48547 5.86458
2723 -17.00743 10.02222
2725 -17.01153 10.49932
2728 -17.30187 9.38638
2729 -13.29091 9.46746
2771 -15.56513 4.71462
2772 -11.57189 2.89816
2773 -12.21963 3.38306
2778 -12.55338 -2.01218
2780 -16.56960 0.98886
2785 -12.82199 1.44065
2787 -16.95697 1.15680
2803 -13.83615 -3.40601
2809 -12.92199 -3.55781
2810 -13.22535 -3.69699
2812 -14.15580 0.38235
2825 -14.16146 -2.09654
3398 0.64819 -11.15188
4559 7.69383 -6.89665
5437 -13.03030 -5.79018
5438 14.07088 4.94867
5439 -3.89145 -6.29190
11819 10.01613 10.86272
12018 10.64799 10.06620
12019 9.90998 9.38985
12020 9.81944 9.48212
14662 -12.56788 3.63600
14685 14.01028 5.18872
-99
DJI_20211224093701_0639 H_34.99999_23.32763
1023 7.22963 -7.06838
1050 -10.48825 -2.77879
1051 2.50194 -6.64013
1090 -14.03811 -6.82869
1179 -2.37487 -6.79690
1180 0.88275 -8.28268
1182 14.01734 2.78467
1185 7.11073 -7.95803
1186 11.79636 -7.46226
1187 3.93693 -8.81341
1189 -3.23164 -10.93706
1199 -6.27472 -5.08126
1202 6.58066 -10.52672
1205 3.31808 -8.37640
1208 7.08051 -6.66807
1259 10.84839 -9.38880
1260 16.00676 -9.75834
1261 14.61293 -10.79447
1262 9.66434 -7.83234
1263 -16.25671 -11.35348
1268 8.68201 -4.46937
1269 10.15095 -8.79797
1271 -10.45072 -6.39505
1272 -9.16405 -8.82293
1275 15.88850 -9.10796
1276 17.27251 -3.14578
1277 3.74846 -8.18530
1278 10.81606 -3.63427
1279 10.38665 -9.86630
1284 13.02242 -9.61679
1285 13.85834 -10.12764
1286 12.30107 -7.09038
1287 15.65749 -8.09270
1288 13.92580 -11.17401
1289 14.48859 -11.30645
1290 11.20124 -6.77699
1291 -3.02239 -11.00222
1391 -14.28482 -6.91433
1871 3.25315 -4.77454
1878 -5.20865 -2.17322
1895 13.89301 1.50893
1896 -9.06366 -4.99599
1897 -7.20574 -4.90591
1899 13.86831 -2.99507
1937 -1.71531 -3.51183
1939 4.01704 -4.99910
1940 15.74094 -4.29550
1941 16.55356 -3.50948
1942 4.20369 -3.43534
1946 7.86258 -3.37208
1947 15.44847 -4.88600
1949 13.67299 -5.54613
1951 -8.30235 -4.47628
1952 10.23697 -6.62092
1953 7.05597 -3.23558
1954 10.90849 -5.78006
1955 0.57840 -3.37260
1956 14.35406 -2.99663
1957 3.87529 -4.88995
1958 16.95069 -5.60726
1959 6.64832 -3.89223
1960 14.66706 -2.81144
1961 14.07385 -3.85390
1962 13.95935 -4.20286
1963 -12.53748 -10.63575
1964 -1.41294 -5.03227
1965 -10.99891 -5.62281
1966 -9.22578 -9.06448
1967 -13.79829 -9.13363
1969 -14.04548 -7.14916
2251 -1.16247 -0.63716
2252 -9.52973 -3.61534
2254 3.27095 -3.47919
2256 2.20392 -5.47850
2276 1.31441 -4.66980
2277 3.07160 -5.59150
2436 7.91736 -1.80492
2437 0.15572 -0.27234
2438 10.54747 1.29647
2439 -0.31186 1.49153
2440 6.89894 1.29584
2441 11.74832 1.53711
2442 6.83866 -1.47563
2443 7.15205 -1.50987
2444 6.21178 0.05920
2446 5.47469 0.72304
2447 5.23249 1.78944
2448 14.05250 0.43607
2449 13.93964 -0.23318
2450 12.04673 -0.78070
2451 14.66048 -0.01360
2452 10.89840 1.11301
2453 11.11751 1.66788
2454 -0.58435 1.06109
2455 13.65953 1.28636
2456 -0.30917 1.24333
2457 -3.79482 5.88298
2458 -10.66362 -2.57736
2465 -15.77194 -0.82418
2469 6.13128 5.97884
2470 12.47344 6.68540
2471 8.55397 3.03767
2472 12.81033 2.66733
2473 8.58398 6.64713
2474 7.01521 3.00550
2475 14.04993 6.13165
2476 14.45902 4.32300
2477 5.27484 6.41922
2478 12.68850 3.07889
2479 5.96060 5.61697
2480 12.31661 3.41356
2481 13.95633 2.55100
2483 -9.89412 -1.80753
2484 -4.50884 0.97198
2499 -9.56506 -0.80416
2500 -5.30871 1.54510
2501 -10.32077 0.06985
2502 3.21193 -0.78594
2503 -2.40627 0.04025
2504 -5.21659 1.75447
2505 1.86561 -1.62004
2506 -9.34557 1.75503
2507 3.08530 0.98680
2508 -4.19429 0.59842
2509 2.74378 0.46225
2510 2.87271 1.97171
2511 1.81786 -1.20278
2531 12.99602 9.25130
2532 7.71021 7.82953
2533 5.57774 7.98568
2534 14.75842 8.70404
2535 13.65958 7.64166
2536 13.01373 7.68346
2537 7.91360 8.10518
2538 -14.79862 10.72985
2541 -9.97267 10.47376
2543 -8.64019 10.04014
2544 -10.43018 11.02999
2546 -5.36939 9.91281
2547 -0.38004 9.11258
2548 -4.76136 9.68176
2552 -10.65100 7.09481
2553 -8.44145 9.77055
2554 -6.24462 10.50530
2558 -10.66613 7.87157
2559 -10.14384 7.50556
2560 2.30454 7.40731
2561 -1.63731 7.37456
2603 -4.53279 4.55245
2604 -1.17942 6.02074
2605 -7.63193 2.90710
2606 -8.05957 2.94323
2607 -0.17749 3.67098
2608 -0.82580 3.35142
2609 -9.77235 3.56668
2610 0.38421 4.68566
2611 2.59816 6.02114
2612 -1.11220 7.01540
2613 -15.14671 8.82084
2614 -8.80656 3.90500
2695 -12.45035 1.28641
2696 -15.25269 1.20001
2723 -16.81483 5.39519
2725 -16.82481 5.87977
2728 -17.10629 4.75818
2729 -13.07618 4.79593
2750 -15.55419 7.61132
2751 -11.76062 8.13579
2752 -13.00074 8.40518
2753 -12.83954 10.47962
2758 -14.04258 9.15367
2771 -15.32549 0.04632
2772 -11.31137 -1.79311
2773 -11.97594 -1.30811
2774 -17.16003 -3.47189
2778 -12.28447 -6.69295
2780 -16.30637 -3.67537
2785 -12.56349 -3.24340
2787 -16.69671 -3.50073
2803 -13.55274 -8.06924
2809 -12.64328 -8.23176
2810 -12.96079 -8.36941
2812 -13.90454 -4.30967
2869 -14.15624 -2.90032
5437 -12.72372 -10.64560
5438 14.33582 0.22311
5439 -3.62214 -11.21068
11818 2.94114 9.93772
11819 10.30388 6.14209
11876 3.51448 8.75416
11923 7.05723 10.72997
11924 3.87536 8.71864
11925 6.85159 11.06991
11926 0.85589 11.14026
11927 2.01083 9.47080
11964 -0.42672 11.22714
11965 2.93164 8.80810
11966 -0.12922 10.82642
11967 -2.12316 9.68855
11968 2.54785 8.84535
11969 4.08317 9.24973
11970 14.09796 10.73456
11971 6.54324 11.42310
12018 10.93247 5.34051
12019 10.19031 4.66108
12020 10.10223 4.75097
12022 14.73213 8.02647
14662 -12.31936 -1.05065
14685 14.27125 0.45915
-99
DJI_20211224093702_0640 H_34.99999_23.32763
1050 -10.22229 -7.52779
1051 2.72686 -11.39582
1090 -13.73898 -11.52542
1871 3.48433 -9.54648
1878 -4.94205 -7.14950
1895 14.12491 -3.30277
1896 -8.77496 -9.95010
1897 -6.92215 -10.08644
1899 14.06734 -7.75825
1937 -1.46626 -8.70884
1939 4.24463 -9.77199
1940 15.92409 -9.03103
1941 16.74170 -8.25845
1942 4.42424 -8.22314
1946 8.07933 -8.15965
1947 15.62434 -9.61235
1949 13.85183 -10.28780
1951 -8.03035 -9.61039
1952 10.42851 -11.38552
1953 7.27195 -8.03002
1954 11.10609 -10.54386
1955 0.80996 -8.16447
1956 14.55499 -7.76179
1957 4.09927 -9.66240
1958 17.10673 -10.31931
1959 6.87309 -8.68553
1960 14.86684 -7.58183
1961 14.27032 -8.61057
1962 14.14746 -8.95218
2251 -0.91184 -5.43724
2252 -9.26587 -8.39625
2254 3.50418 -8.26234
2256 2.43202 -10.24618
2276 1.54711 -9.45506
2277 3.29928 -10.35500
2436 8.14237 -6.60982
2437 0.39957 -5.08847
2438 10.78729 -3.51439
2439 -0.06597 -3.34627
2440 7.13823 -3.52788
2441 11.98144 -3.27929
2442 7.06565 -6.28449
2443 7.38353 -6.31885
2444 6.45143 -4.77045
2446 5.71429 -4.09872
2447 5.47183 -3.03598
2448 14.27767 -4.36674
2449 14.16035 -5.03064
2450 12.27064 -5.57566
2451 14.88256 -4.80586
2452 11.12842 -3.69678
2453 11.35539 -3.14524
2454 -0.33399 -3.77825
2455 13.89283 -3.52497
2456 -0.06429 -3.60077
2457 -3.55256 1.07281
2458 -10.39951 -7.32796
2465 -15.50932 -5.53821
2469 6.38745 1.14763
2470 12.73941 1.86425
2471 8.80662 -1.79557
2472 13.05192 -2.14732
2473 8.84971 1.81512
2474 7.26312 -1.82226
2475 14.32244 1.30430
2476 14.71883 -0.50212
2477 5.53917 1.58899
2478 12.92988 -1.73837
2479 6.21461 0.78608
2480 12.56309 -1.40621
2481 14.19762 -2.26951
2483 -9.63359 -6.56676
2484 -4.26201 -3.83646
2499 -9.30902 -5.57085
2500 -5.06168 -3.26842
2501 -10.06657 -4.69045
2502 3.44674 -5.59645
2503 -2.15960 -4.76114
2504 -4.97075 -3.05229
2505 2.10362 -6.42697
2506 -9.09378 -3.03155
2507 3.32663 -3.84001
2510 3.11454 -2.86163
2511 2.06203 -6.01810
2532 7.97496 3.00429
2533 5.84088 3.15863
2534 15.04580 3.88341
2535 13.93664 2.82294
2536 13.29347 2.85879
2537 8.18239 3.27343
2538 -14.60311 6.00861
2541 -9.74838 5.71738
2542 -9.42397 3.45427
2543 -8.41240 5.27620
2544 -10.20765 6.27403
2546 -5.12898 5.11739
2547 -0.13128 4.30561
2548 -4.51951 4.88868
2549 -3.98584 6.94134
2550 -3.51461 6.75944
2551 -4.37158 6.94218
2552 -10.41703 2.31831
2553 -8.20876 4.99618
2554 -6.00690 5.71534
2556 -5.01599 3.82395
2558 -10.43680 3.10236
2559 -9.91041 2.73863
2560 2.55680 2.58450
2561 -1.38799 2.55355
2584 -4.02326 11.48531
2588 -9.46431 9.13550
2589 -3.84470 8.82199
2590 -9.70714 9.63400
2591 -4.21074 11.36458
2592 -6.18373 10.68864
2603 -4.29705 -0.24619
2604 -0.93114 1.18627
2605 -7.38740 -1.88417
2606 -7.81321 -1.84535
2607 0.07390 -1.17443
2608 -0.57566 -1.49286
2609 -9.52928 -1.21703
2610 0.63374 -0.14956
2611 2.84915 1.18900
2613 -14.94220 4.08803
2614 -8.56386 -0.88708
2634 -6.92638 11.34850
2636 -7.54180 10.02313
2675 -13.99575 10.08181
2677 -12.09005 8.52582
2678 -14.59543 8.58917
2679 -13.06008 7.82130
2680 -16.22201 8.55396
2693 -11.20413 7.61531
2694 -15.36913 8.09552
2695 -12.20073 -3.47590
2696 -14.99792 -3.54091
2723 -16.59071 0.66400
2725 -16.59579 1.14402
2726 -17.32346 -0.24892
2727 -17.11656 0.23335
2728 -16.88192 0.02934
2729 -12.84077 0.03246
2750 -15.34629 2.87350
2751 -11.53593 3.37898
2752 -12.77819 3.65211
2753 -12.62703 5.74218
2758 -13.83075 4.41561
2771 -15.07169 -4.68884
2772 -11.05119 -6.54753
2773 -11.71553 -6.05788
2774 -16.86753 -8.17599
2778 -12.00012 -11.39979
2780 -16.02758 -8.38133
2785 -12.29395 -7.97584
2787 -16.41065 -8.20156
2869 -13.88510 -7.62876
11817 5.53738 8.88667
11818 3.20582 5.11895
11819 10.56503 1.31533
11872 5.73254 7.85854
11873 5.11097 9.33116
11874 6.33243 7.56308
11875 4.05034 11.05522
11876 3.77792 3.92986
11923 7.33198 5.91420
11924 4.13641 3.89939
11925 7.12747 6.25615
11926 1.10623 6.33500
11927 2.26963 4.64946
11948 0.16456 8.76690
11949 -2.56894 7.67281
11950 2.60451 8.21989
11951 0.31098 8.94883
11952 -2.83720 7.65631
11953 -0.87143 10.30732
11960 -2.14106 9.56520
11961 -0.49561 9.56697
11964 -0.17131 6.42887
11965 3.18782 3.98942
11966 0.12334 6.02368
11967 -1.87448 4.88501
11968 2.81369 4.01285
11969 4.34212 4.42987
11970 14.40069 5.92502
11971 6.82211 6.60386
11972 12.94401 6.51121
11973 6.27894 9.98995
11981 10.16790 8.06327
11982 16.45650 10.68312
11983 7.87602 8.91635
11984 10.66713 8.83857
11985 14.05036 9.81101
11986 14.98655 8.29456
12018 11.19068 0.51077
12019 10.44488 -0.16848
12020 10.35493 -0.07073
12022 15.01443 3.19812
14662 -12.05316 -5.80913
14685 14.49691 -4.34392
-99
DJI_20211224093703_0641 H_34.99999_23.32763
2436 8.31717 -11.05417
2437 0.60514 -9.54584
2438 10.96413 -7.98159
2439 0.13720 -7.84072
2440 7.32521 -8.00768
2441 12.16122 -7.73942
2442 7.24112 -10.73814
2443 7.55745 -10.76421
2444 6.64035 -9.23842
2446 5.90703 -8.56805
2447 5.66424 -7.52177
2448 14.43989 -8.81665
2449 14.31527 -9.47053
2450 12.42947 -10.01259
2451 15.03782 -9.24411
2452 11.30563 -8.15858
2453 11.53489 -7.61352
2454 -0.12479 -8.26945
2455 14.06395 -7.98953
2456 0.13900 -8.08635
2457 -3.33883 -3.40900
2465 -15.23793 -9.92635
2469 6.59637 -3.36236
2470 12.94828 -2.64047
2471 8.99023 -6.27895
2472 13.23343 -6.62571
2473 9.05497 -2.69193
2474 7.45562 -6.31580
2475 14.52130 -3.20043
2476 14.91154 -4.99603
2477 5.74607 -2.92830
2478 13.11178 -6.21778
2479 6.41927 -3.71964
2480 12.74981 -5.88993
2481 14.37560 -6.74827
2483 -9.40138 -10.95987
2484 -4.05012 -8.29665
2499 -9.07815 -9.98142
2500 -4.84281 -7.73691
2501 -9.83753 -9.10591
2502 3.63792 -10.05386
2503 -1.94741 -9.21009
2504 -4.74722 -7.51924
2505 2.29869 -10.87826
2506 -8.86880 -7.47650
2507 3.52570 -8.32071
2508 -3.73030 -8.67133
2509 3.16935 -8.84155
2510 3.31085 -7.34916
2511 2.25860 -10.46922
2532 8.18791 -1.51158
2533 6.05654 -1.35706
2534 15.26447 -0.63779
2535 14.14906 -1.69182
2536 13.51029 -1.65273
2537 8.39531 -1.23547
2538 -14.41146 1.57468
2541 -9.54447 1.25744
2542 -9.22290 -1.01030
2543 -8.20465 0.81379
2544 -10.00010 1.81030
2546 -4.92551 0.60810
2547 0.08234 -0.20305
2548 -4.30235 0.39434
2549 -3.77236 2.44624
2550 -3.30433 2.26699
2551 -4.15873 2.44993
2552 -10.20612 -2.13624
2553 -8.00432 0.53309
2554 -5.80025 1.22554
2558 -10.22342 -1.35370
2559 -9.69459 -1.72190
2560 2.77511 -1.92309
2561 -1.17595 -1.95112
2562 -17.23219 -2.09833
2584 -3.81130 7.01470
2588 -9.26851 4.67818
2589 -3.63420 4.33453
2590 -9.51729 5.18918
2591 -4.00087 6.89235
2592 -5.97927 6.21891
2603 -4.07543 -4.72107
2604 -0.72112 -3.32026
2605 -7.16835 -6.33364
2606 -7.59317 -6.28861
2607 0.28455 -5.68014
2608 -0.36844 -5.99836
2609 -9.30741 -5.66083
2610 0.85325 -4.64992
2611 3.07252 -3.31799
2612 -0.65740 -2.32108
2613 -14.73894 -0.33890
2614 -8.34444 -5.34089
2615 -4.52448 -3.59829
2630 -14.39675 11.19656
2631 -15.71156 10.31903
2634 -6.72455 6.88843
2636 -7.33684 5.55466
2640 -3.82481 9.67860
2641 -4.07009 9.98377
2642 -4.33897 8.40390
2643 -5.80754 10.38343
2645 -9.13047 8.67171
2647 -9.63319 10.30144
2648 -4.05170 11.45636
2650 -4.74222 10.90196
2651 -3.75528 10.12616
2652 -8.50217 10.54225
2675 -13.81788 5.66570
2676 -13.25750 8.85040
2677 -11.90027 4.07892
2678 -14.41650 4.16193
2679 -12.86918 3.38274
2680 -16.05133 4.14774
2686 -16.15839 8.90507
2687 -17.19893 7.57786
2688 -12.67120 8.49973
2690 -17.05380 7.39990
2693 -11.00621 3.16685
2694 -15.19001 3.67562
2695 -11.97055 -7.89143
2696 -14.75635 -7.93260
2723 -16.37123 -3.74603
2724 -17.32225 -6.05272
2725 -16.38917 -3.26049
2726 -17.09656 -4.65030
2727 -16.89349 -4.17273
2728 -16.65956 -4.37761
2729 -12.62029 -4.40418
2750 -15.14106 -1.55237
2751 -11.32500 -1.07179
2752 -12.57252 -0.79073
2753 -12.42602 1.29733
2758 -13.62763 -0.02198
2770 -17.26479 -10.64758
2771 -14.82291 -9.07176
2772 -10.80834 -10.93838
2773 -11.47867 -10.44916
11817 5.77153 4.36874
11818 3.42195 0.60929
11819 10.76947 -3.18819
11872 5.96252 3.34192
11873 5.34464 4.81946
