8back01053 H_25.39998_16.93332
3193 -4.99377 -3.60148
3194 0.26306 -0.40852
3209 -7.79786 6.62340
3212 -1.50995 4.73828
3213 -8.47088 -5.87272
3214 -3.49024 -4.20841
3215 -5.91069 -6.34649
3216 2.31908 1.03627
3299 3.96746 7.11382
3304 8.44903 6.99670
3305 2.43320 6.36970
3325 3.59576 1.10813
3349 -6.06798 -6.33991
3353 8.77021 -5.81701
3441 -2.00272 -3.70273
3466 7.83496 -0.66199
3737 -12.59064 3.03064
3748 -10.43746 -0.76430
3750 -5.28926 -0.63883
3752 -4.26075 -0.68579
3783 -1.44274 1.19216
3788 -9.65016 1.20159
3796 -10.05633 1.53426
3797 -8.89486 4.96782
3799 -2.36892 1.21480
3859 -9.68881 0.71307
3868 -8.06268 -6.18997
3869 -10.75271 -7.54748
3900 -0.58925 1.14210
3908 1.97818 -0.48404
3911 -1.79761 -1.28775
3912 -0.48685 3.07779
3913 0.18612 -0.59875
3914 6.32680 0.10968
3916 0.40442 2.54953
3934 5.87943 2.92830
3951 3.75523 3.37415
3975 9.55487 3.17031
4167 5.94503 -0.56324
4196 3.52655 0.33945
4643 -10.73540 1.58501
4654 -10.17020 1.61989
4662 -10.57071 1.53765
4664 -8.84604 4.16656
5217 8.41589 6.18786
5309 6.58142 -0.50037
10088 4.04851 1.02934
10567 1.86171 5.50674
15952 1.89015 -3.94270
16190 -5.92285 -5.83458
18459 -4.40214 3.89588
18541 1.91974 3.36449
18672 5.12210 0.58232
19213 6.79113 -0.00696
21435 5.75463 -8.18733
21513 4.98326 1.42201
21950 -2.69151 3.15882
22051 -5.21921 3.18839
22052 -8.04993 -3.95288
22053 -3.39524 6.64578
22054 6.85176 5.55887
22055 -6.42274 6.69261
22056 6.06145 -3.50727
-99
8front01315 H_25.39998_16.93332
16968 11.51599 -1.52980
16969 7.11752 -3.19664
18061 -6.77004 2.94046
21956 -8.30156 -2.40639
21957 9.26053 -2.77755
21958 -0.99059 5.35004
21960 -10.22581 7.39139
22057 -1.64510 -6.78719
22058 -0.94297 -5.03062
22059 -0.88008 2.61336
22060 -4.61599 2.95101
22064 -8.39794 5.23322
22065 -5.57218 2.56211
22066 -8.89415 -7.59926
22067 -12.10330 2.61113
22068 -10.01590 0.52395
22069 -8.87466 5.49260
22070 -10.69782 5.59828
22071 -4.49953 2.58374
22072 -6.34228 6.17653
22073 -7.89034 -1.16455
29204 8.52867 5.44643
29220 -5.27648 7.22986
-99
8left01315 H_25.39998_16.93332
9876 7.01705 -4.67398
10040 9.79530 -4.17381
16486 12.37451 -4.92382
17122 10.83033 -2.32529
21766 5.85047 -1.89000
21767 6.40530 -2.83542
21769 9.50786 -1.77278
21829 11.66722 -6.22656
21830 1.30949 8.26337
21834 2.81434 -1.75619
21912 -1.73908 7.65679
21972 -1.55417 -5.92420
21973 3.44882 -6.37066
21974 -0.41063 2.22778
21976 5.23101 -6.17575
21977 -6.49741 -6.17383
21978 -0.47721 1.00634
21979 -7.26490 1.11906
21980 -6.05217 1.21416
21981 7.45915 -0.44316
21982 3.29043 8.20664
21983 -4.27560 -0.83179
21984 -3.88420 1.71528
21986 7.70131 2.14838
21987 -8.19384 -3.49090
21988 7.04503 2.59715
21989 4.92227 6.37505
21990 1.58956 2.44901
21991 -3.88405 2.09914
21992 9.13846 5.85516
21993 -2.67769 4.94334
21994 4.53180 0.80761
21995 11.42750 -2.74963
21996 8.39590 1.27224
21997 -3.08043 3.35159
21998 -7.10274 6.18896
21999 -2.61404 7.07096
22000 10.08790 1.72577
22001 12.32005 4.91271
22074 5.45683 0.39103
22075 9.48395 5.24383
22076 0.28263 7.24795
-99
8right01315 H_25.39998_16.93332
15494 -4.35136 5.96148
21858 -3.25826 1.10348
21922 1.50930 3.04656
21923 2.77265 3.03178
21928 -12.38808 7.77246
21929 1.10089 -1.06703
22010 -6.27830 7.89829
22011 -3.68653 1.37302
22012 -1.38722 -0.74000
22013 1.24298 -0.39605
22014 -4.44799 -1.06715
22015 -6.48437 1.96017
22016 -10.85400 8.13514
22017 -10.48593 5.68230
22018 -6.54388 0.86372
22019 4.66868 -1.15213
22020 -4.00618 1.67883
22021 5.92376 -1.50094
22022 -9.27942 2.95802
22023 -11.91068 1.16717
22024 -9.46499 4.85670
22025 5.41678 2.87776
22026 0.32272 -2.22205
22027 -8.72205 0.46245
22028 4.09961 -6.98095
22029 -8.82694 -2.68126
22030 -10.50749 1.47514
22031 -3.08011 -6.44399
22032 2.40760 -6.49725
22033 -3.50801 3.96937
22034 4.96846 -0.72571
22035 -10.60770 -3.59524
22036 2.76964 -1.23332
22077 4.69213 -3.40458
22078 3.93372 0.67929
22079 9.81271 4.00553
22080 3.25720 0.09219
22082 7.14388 -1.36714
22083 8.55690 3.66769
22084 9.09294 2.79971
22085 11.56214 -2.67519
22086 3.85462 -0.85573
22087 1.55306 4.96873
22088 11.44774 6.48474
22089 8.89280 2.09827
22090 9.48587 2.84810
22091 8.06147 -2.15524
22092 7.26063 -3.67299
22093 -9.02837 -1.73746
-99
8back01316 H_25.39998_16.93332
16418 -1.12846 -4.15776
16786 2.13395 -7.07982
16936 -0.19997 3.41382
17319 0.32676 -4.44701
21577 -7.90564 -1.76507
21888 -4.33176 -6.63442
21939 -0.88477 -6.42099
22039 0.22066 -6.54475
22041 -0.19516 0.11207
22094 3.51526 5.70739
22095 2.35179 0.10649
22096 2.62637 0.61976
-99
8down01316 H_25.39998_16.93332
1003 -6.92334 4.88208
1149 -12.62745 4.88076
1830 3.76287 2.48545
1885 0.42103 -3.43037
2105 -0.79752 8.07189
2106 -1.62297 7.18247
2188 0.61262 7.15672
2296 2.11191 -6.17492
2317 -10.52419 7.94670
2318 -11.00697 -8.19881
2319 2.48575 2.92581
2341 6.85472 5.82424
2372 -8.44736 -5.23463
2375 9.16631 -5.00580
2410 9.15932 -4.84242
2433 7.19824 -7.17954
2435 -10.22888 -3.63317
2445 -0.92866 -6.44394
2506 -3.28434 -4.48904
2509 7.64164 6.91402
2569 -3.94198 6.28599
2641 6.50610 -0.42059
2643 -4.80010 2.59100
2651 9.29155 0.56031
2668 -11.90959 2.16191
2698 6.73618 -0.41229
2699 -11.00662 -5.16500
2704 -6.13143 -6.33541
2707 4.62389 -6.35847
2725 -9.24315 3.72764
2734 7.24398 1.12040
2784 -3.47508 3.14708
2871 1.29030 8.31723
2999 -9.16304 -4.86925
3023 10.15566 3.98998
3034 1.57367 -3.85028
3047 -12.26103 3.31341
3048 3.74553 2.23545
3057 1.96268 7.74330
3065 5.78150 2.86726
3066 4.47635 -4.03347
3070 -7.51981 6.29885
3073 3.79587 3.63774
3075 -7.57801 -3.60333
3076 8.35433 -1.88646
3079 -7.82181 6.05728
3080 -12.17340 -0.29529
3081 8.62540 -4.46411
3082 -5.12565 0.81164
3084 -4.82408 3.94593
3086 -6.30728 0.07189
3092 -11.94184 -3.03956
3093 -11.61564 2.10487
3094 -1.21179 3.06590
3097 10.44589 5.03745
3102 -4.37016 0.68103
3115 0.73310 0.30288
3127 -0.94247 0.27055
3128 5.27893 -4.00785
3129 -1.63910 0.30466
3150 -3.46334 -6.40133
3167 -1.87713 6.06834
3168 -11.48293 -3.06600
3204 9.45638 1.93611
3205 -8.84314 2.95870
3209 -7.69957 3.32827
3210 3.74173 7.24190
3216 2.18544 -1.88305
3237 -2.99673 -1.60846
3288 0.81905 3.74675
3298 0.81905 3.74675
3325 3.43830 -1.79110
3441 -2.00165 -6.51328
3466 7.52301 -3.62486
3731 -1.80778 7.18812
3735 -7.68729 3.47139
3737 -12.38257 0.13089
3748 -10.22888 -3.63317
3783 -1.51017 -1.67420
3793 -3.17180 6.56812
3794 -3.59559 6.41284
3796 -9.88908 -1.29287
3799 -2.38314 -1.64461
3853 -9.47562 -2.28821
3859 -9.52529 -2.06940
3900 -0.64717 -1.73342
3901 -1.68970 -4.13567
3911 -1.81205 -4.21632
3912 -0.54823 -0.01827
3913 0.10264 -3.41396
3914 6.07366 -2.87581
3916 0.32173 -0.40390
3949 7.18142 -7.29599
3951 3.58002 0.13549
3975 9.21192 -0.10308
4167 5.70206 -3.51523
4187 4.76624 -2.95163
4196 3.35881 -2.53441
4218 3.56964 -0.55005
4230 4.12121 -6.92780
4362 -1.99012 7.19551
4643 -10.55552 -1.22899
4654 -10.00164 -1.21199
4662 -10.38762 -1.27072
4666 -8.62927 0.69175
4730 7.19824 -7.17954
4855 -0.42683 7.58613
4858 -3.35630 6.68790
5098 2.72008 7.08322
5274 8.50986 -7.15725
5309 6.31328 -3.45650
5423 8.52878 -1.80449
5457 9.36904 4.50114
5471 7.52189 7.29845
9637 7.47016 8.08577
10088 3.86751 -1.87754
10775 -6.00054 -1.96610
10928 8.08594 2.72205
12543 -1.59797 3.83554
12901 -5.13492 -2.01291
16611 -3.22862 6.43706
16793 0.57624 -0.65790
17082 0.92522 6.02819
17087 -5.80224 -5.60130
17423 0.99799 2.98350
17806 -3.15072 7.93344
18259 4.38095 8.34711
18462 3.92982 2.86531
18536 -8.89086 4.20434
19213 6.52180 -2.98947
21513 4.78163 -1.51121
21950 -2.68740 0.21344
22051 -5.16863 0.08007
22052 -7.87419 -6.71467
22099 4.31376 8.16411
28922 -7.39604 2.42675
28932 1.83891 1.78801
29178 3.24564 -1.59132
29179 2.30709 -2.56932
29205 10.69301 7.25705
29274 -5.84599 1.19839
29344 5.23313 -1.36688
29345 8.23398 7.09942
-99
8front01316 H_25.39998_16.93332
21902 -11.72042 3.48006
21959 -9.31677 1.64605
21962 2.64836 2.41347
21963 -4.95352 8.20926
22057 -1.68813 -3.64804
22058 -0.92898 -1.91112
22059 -0.87781 7.12848
22060 -4.90308 7.48871
22100 9.04716 3.45506
22101 2.25268 -5.93119
22102 1.88657 -2.13962
22103 2.83817 -5.09304
29206 3.33278 -1.48892
-99
8left01316 H_25.39998_16.93332
16627 5.20838 -1.68526
16687 11.90726 -3.47280
16824 11.02115 -6.32485
16829 1.01331 -5.29608
16857 12.06111 -5.73170
16974 9.45271 -4.06952
17123 0.68974 -0.53521
17450 -5.39140 -3.58725
20364 7.59543 -4.22108
21763 9.52374 -1.82805
21904 12.00861 5.91738
21918 7.86698 -1.18498
21919 10.06622 -5.28113
21921 -4.61751 -6.09116
21975 0.81113 7.64229
21985 5.78056 -4.33790
22104 5.66383 7.89241
22105 6.73374 -7.37786
22106 7.17951 -1.22132
22107 -0.61459 1.86226
22108 4.21491 2.16211
22109 0.54017 -5.00751
22110 7.59431 1.68490
22111 2.72719 2.51707
22112 5.19692 -2.14389
22113 -5.29851 2.91800
22114 -5.79457 -5.91570
22115 -11.57881 -7.95842
22116 1.58790 1.57822
22117 4.17061 -7.50845
22118 1.52545 3.52094
22119 -9.24442 -6.08219
22120 -5.75013 -7.00689
22121 -11.98477 -4.39769
22122 1.80294 4.86669
22123 -2.69287 3.38852
22124 -7.32508 -2.73749
22125 2.65698 -3.53099
22126 8.49930 1.34109
22127 2.77160 -5.33415
22128 -4.94731 3.58249
22129 -5.73738 -0.36375
22130 -2.94486 2.57261
22131 -0.27689 -7.15554
22132 -2.56471 -2.62818
22133 6.17627 -1.13135
22134 -10.25328 -8.37139
-99
8right01316 H_25.39998_16.93332
16563 -11.39278 5.31309
17463 2.50991 -0.71184
21843 -11.23715 7.95702
22019 0.63436 -0.42640
22037 3.44497 -2.61217
22077 0.74173 -2.65148
22078 -0.11586 1.40095
22079 5.53747 4.66722
22081 1.72987 6.53600
22082 2.96748 -0.62608
22083 4.33349 4.33251
22084 4.97416 3.44529
22135 0.50599 3.77397
22136 4.72364 -4.66277
22137 3.54657 -2.06795
22138 -4.73295 7.65858
22139 5.27734 -2.79171
22140 0.10771 -6.81298
22141 3.44022 -6.39603
22142 -3.14350 0.86177
22143 -0.02653 1.12275
29302 1.93809 -5.27420
-99
8back01317 H_25.39998_16.93332
12691 -4.92906 -7.69305
16750 -7.93183 -7.52575
16751 -2.41182 -2.95009
16940 1.61918 -5.71809
17076 -7.48077 -0.39283
17078 -2.14024 -3.09795
17079 4.11972 2.84948
17080 6.71879 2.65467
17276 5.78742 -1.93525
17320 -1.96955 0.94573
21507 6.01034 -5.74370
21808 4.64270 -5.92879
21865 -0.34897 -5.37424
21943 -9.89842 -1.85849
21944 -0.62089 3.57002
21945 6.63987 5.84393
22043 -10.39758 -1.86304
22044 -10.68144 -1.11562
22045 -1.81588 -7.53492
22046 -9.90911 -7.20090
22094 3.28446 3.39427
22095 2.17874 -1.63632
22096 2.48977 -1.14407
22097 -10.27111 5.33171
22098 9.38161 5.37140
22145 -6.75228 3.82147
22146 -6.61553 3.47238
22147 -5.44160 -4.94259
22148 -4.14745 -2.88906
22149 9.37245 6.41632
22150 -0.72066 5.97757
22151 -9.02791 7.51976
22152 -6.72598 7.85704
22153 9.34509 4.03904
22154 0.56416 -3.32957
22155 -3.73281 -4.96022
22156 -10.74231 7.80992
22158 9.58889 -1.14582
22159 -6.70639 8.20647
22160 -1.74115 -0.94421
22161 -10.10053 5.21507
22162 0.15969 -7.29822
22163 10.20504 -7.89670
22164 3.28727 -1.27674
22165 -4.68388 -0.45743
22166 12.46931 -8.03277
22167 0.39030 4.62955
22168 5.39221 -8.07493
22169 7.14634 3.46874
22170 3.47680 5.43534
22171 2.08150 3.40538
22173 11.99765 -3.59788
22174 1.03863 -0.33853
22175 -9.36917 -1.17893
22176 -9.87656 -3.79588
22177 -4.66710 -6.11106
22178 8.96349 -1.38469
22179 -3.88975 4.50720
22180 -10.31377 8.06944
22182 2.93467 6.61481
22183 1.97145 7.88130
22184 -4.06087 -1.34830
22185 11.05760 -7.96736
22187 3.43606 2.87592
22188 6.83947 2.54162
-99
8down01317 H_25.39998_16.93332
1119 2.08227 -5.52245
1306 -11.85077 3.33568
2113 -8.73193 1.77196
2261 7.06747 7.38118
2317 -10.26472 3.67955
2509 7.36337 2.84613
2639 -1.92910 1.98165
2643 -4.74494 -1.38719
2725 -9.09154 -0.17058
2786 -2.00522 -3.46152
2871 1.19407 4.10711
2906 8.37470 6.77721
2907 0.81984 4.91431
2928 -2.67470 7.95151
2992 4.03507 8.30157
3023 9.83114 0.01411
3031 3.97693 -5.42498
3058 6.35051 -4.12293
3065 5.57883 -1.23046
3066 4.35095 -7.70326
3070 -7.38101 2.21750
3073 3.64189 -0.47793
3075 -7.49895 -7.22669
3076 8.13805 -5.54953
3079 -7.67468 1.95138
3080 -12.03208 -3.82798
3081 8.40915 -8.24856
3082 -5.07987 -3.03418
3084 -4.76530 -0.09750
3086 -6.24363 -3.70853
3088 5.82269 3.08353
3089 -2.64910 -7.29627
3090 -4.95772 -3.14150
3092 -11.82439 -6.59482
3093 -11.43819 -1.55023
3094 -1.24089 -0.97897
3095 -7.31621 2.17901
3096 -2.03450 -0.22861
3097 10.10712 1.03364
3100 7.32287 -0.64199
3102 -4.33597 -3.19320
3119 -6.18636 -2.21077
3121 7.79494 -1.99390
3162 -1.96888 -7.53921
3183 0.57275 4.13314
3185 -4.83015 5.51343
3187 -10.07315 3.07531
3188 1.61357 3.30404
3197 -3.13183 2.25264
3204 9.16335 -2.09940
3205 -8.69728 -0.98098
3209 -7.57973 -0.61628
3210 3.58263 3.18135
3216 2.08227 -5.52245
3234 -11.84947 -4.01048
3237 -3.02063 -5.19809
3238 -3.34787 -5.29049
3250 10.89540 8.07233
3268 4.92410 -1.20469
3290 -0.58290 4.18912
3298 0.73991 -0.34783
3299 3.64189 -0.47793
3303 0.03051 5.68846
3304 7.87989 -0.66383
3307 6.42393 -1.34976
3308 0.65665 -3.60632
3310 12.14559 2.35475
3325 3.30443 -5.42726
3328 -2.42164 6.40053
3334 0.19507 -1.04591
3411 0.92577 7.41201
3412 5.39401 4.48007
3731 -1.81646 3.18777
3734 -4.76619 -0.81342
3735 -7.56394 -0.48990
3748 -10.13463 -7.24549
3783 -1.54100 -5.27293
3794 -3.56065 2.29600
3796 -9.78270 -4.86084
3797 -8.63661 -2.06350
3799 -2.39847 -5.23538
3859 -9.43016 -5.59961
3900 -0.69251 -5.33021
3911 -1.83936 -7.87821
3912 -0.59586 -3.79689
3913 0.04131 -6.98277
3946 5.36201 -4.47321
3975 8.94255 -4.02314
4196 3.23208 -6.14446
4218 3.43661 -4.23612
4384 -2.30192 8.31168
4425 10.25471 5.81240
4654 -9.89260 -4.77677
4666 -8.51224 -3.10320
4855 -0.47292 3.55064
4858 -3.34247 2.55359
4872 4.52631 2.95565
5021 -1.97958 7.90560
5048 -0.03941 8.29418
5069 -2.41314 8.26725
5097 4.50573 2.83969
5098 2.59226 3.04506
5217 7.84938 -1.41283
5295 9.30300 -0.58642
5309 6.13309 -7.13681
5419 6.28925 -7.14483
5423 8.31345 -5.46392
5437 10.36387 2.95339
5457 9.04684 0.32716
6406 7.72892 4.10820
10088 3.73033 -5.51325
10796 -0.67233 4.96666
10798 9.70015 2.75287
10927 -3.59267 2.67240
16790 7.54470 5.72785
16944 -0.50031 -0.28748
17086 -7.80535 -7.40961
17328 0.08998 8.31817
17912 1.64656 3.19841
18038 -4.37443 -0.11383
18384 7.54568 5.59157
18385 3.87311 4.54488
18536 -8.73722 0.23975
19213 6.33838 -6.68677
21513 4.62207 -5.16118
22189 8.52459 -4.24695
22190 6.94725 -6.25590
-99
8front01317 H_25.39998_16.93332
21962 2.81169 6.10854
21964 -12.51711 7.80561
22100 9.60531 7.37130
22101 2.34817 -3.15881
22102 1.99998 1.01861
22103 2.96864 -2.12067
22191 -10.87677 6.45946
22192 -9.72434 7.92092
22193 -3.43147 -0.85295
22194 -4.28614 -5.71891
22195 -11.28874 -7.63199
-99
8left01317 H_25.39998_16.93332
17123 4.37997 -0.26735
17450 -2.10427 -3.22970
20364 10.45721 -4.22608
21763 12.55085 -1.83545
21920 10.92281 5.83107
21921 -1.63506 -5.76743
21975 5.10816 7.88134
21985 8.65272 -4.27915
22104 9.77686 8.02825
22105 9.28746 -7.38117
22106 10.31354 -1.16354
22107 3.54951 2.19135
22108 8.25491 2.37622
22109 3.49872 -4.80521
22110 11.28660 1.78754
22111 6.82669 2.76796
22112 8.30860 -2.03247
22113 -0.95183 3.34966
22114 -2.74921 -5.54561
22115 -8.59004 -7.45178
22116 5.70168 1.86059
22117 6.76234 -7.43777
22118 5.67129 3.78013
22119 -6.05283 -5.61202
22120 -2.76720 -6.63592
22121 -8.27953 -3.82378
22122 5.93139 5.14367
22123 1.63094 3.75995
22124 -3.55893 -2.27235
22125 5.68663 -3.39575
22126 12.24171 1.43953
22127 5.62508 -5.21286
22128 -0.63375 3.99293
22129 -1.76178 0.06796
22130 1.39688 2.95319
22131 2.50820 -6.94277
22132 0.73662 -2.33806
22133 9.33781 -1.05045
22134 -7.33639 -7.89820
-99
8right01317 H_25.39998_16.93332
17155 -11.44386 2.01838
17156 -12.38572 5.24824
17463 -1.37100 -0.13768
21930 5.88645 1.79307
22080 -4.57301 1.32284
22081 -2.54970 7.02124
22085 3.31974 -1.28454
22086 -3.90555 0.38897
22087 -6.29328 6.04826
22088 2.21449 7.68027
22089 1.00623 3.28993
22090 0.12264 4.21880
22091 0.06727 -0.82078
22135 -3.44841 4.26125
22136 1.09989 -4.04202
22137 -0.24354 -1.47728
22138 -8.83656 8.05035
22139 1.46848 -2.16423
22140 -3.09289 -6.29894
22141 0.03954 -5.79252
22142 -6.50572 1.22310
22143 -3.82318 1.62877
22144 5.85165 3.21782
22196 9.29990 2.08813
22198 -3.01281 7.13752
22199 9.19666 6.56440
22200 1.34075 3.15190
-99
8back01318 H_25.39998_16.93332
10150 -8.89336 -3.00039
10251 -10.60118 -1.79031
11389 -5.32563 -1.03279
16290 -0.37343 -5.92113
16940 1.43389 -6.12482
17070 -11.61714 3.07504
17077 4.56738 -7.18455
17079 3.74118 1.42761
17276 5.36057 -2.80465
17602 -0.13443 3.18391
17680 1.94575 7.91555
21507 5.62683 -6.13019
21808 4.32607 -6.31578
21944 -0.70365 2.15750
22042 -1.97937 -0.21718
22097 -9.77018 3.77372
22098 8.61699 3.75428
22145 -6.43799 2.35015
22146 -6.31149 2.01840
22147 -5.28576 -5.41837
22148 -4.00782 -3.70443
22149 8.59990 4.65634
22150 -0.79180 4.28487
22151 -8.55775 5.66216
22152 -6.39811 5.94519
22153 8.61793 2.59963
22154 0.42985 -4.09567
22155 -3.66169 -5.43066
22156 -10.17898 5.95154
22158 8.88790 -2.11480
22159 -6.36632 6.18308
22160 -1.74216 -1.94729
22161 -9.60251 3.64610
22162 0.05667 -7.63980
22163 9.64571 -8.10589
22164 2.99639 -2.15936
22166 11.79998 -8.21917
22167 0.24236 3.14564
22168 5.05178 -8.34016
22169 6.55645 2.03369
22170 3.11727 3.72720
22171 1.82967 1.97408
22172 0.53436 -8.04211
22173 11.17505 -4.32715
22174 0.87379 -1.39028
22175 -8.95347 -2.10193
22176 -9.52474 -4.39241
22177 -4.53534 -6.54871
22178 8.31109 -2.31048
22179 -3.77009 3.04002
22180 -9.75912 6.18095
22202 -0.28550 2.49439
22203 -3.39169 6.30880
22204 -4.15532 5.05137
22205 -12.41671 0.50745
22206 0.45255 -6.96367
22207 -1.17479 4.76196
22209 -2.10752 6.41613
22210 -7.98766 -1.41673
22211 6.29282 -2.37847
22212 -3.93055 -2.27303
22214 2.19025 -7.11404
22215 -5.95037 -7.80259
-99
8down01318 H_25.39998_16.93332
1306 -11.74236 0.31488
1752 9.46618 7.40242
2031 -7.14032 -0.93461
2046 6.96284 -0.48774
2051 0.67731 -0.85133
2106 -1.73780 0.05485
2111 -7.61912 -1.23846
2113 -8.66343 -1.50919
2188 0.39531 -0.01327
2203 -9.48618 0.79733
2226 -12.15258 7.80938
2261 6.76539 3.76345
2511 -8.66385 7.84646
2643 -4.75294 -4.51240
2654 -12.38043 -0.33228
2714 -4.75294 -4.51240
2730 10.56561 5.69071
2776 3.68668 2.40385
2786 -2.08163 -6.44630
2802 -0.64924 0.31769
2871 1.03703 0.78260
2907 0.66882 1.48487
2928 -2.74632 4.64667
2992 3.81418 4.64263
3019 -12.15038 -1.90072
3020 -11.60633 -4.34741
3023 9.43233 -3.09180
3058 6.03008 -7.07889
3080 -11.89944 -6.54560
3100 6.98066 -3.91956
3102 -4.35158 -6.20525
3114 6.99686 -0.06741
3183 0.41300 0.79687
3184 -4.66713 -1.21697
3188 1.44771 0.14488
3190 -5.50395 2.56674
3197 -3.19480 -1.00438
3204 8.76319 -5.26324
3205 -8.61814 -4.09367
3209 -7.52239 -3.72301
3210 3.35692 -0.00181
3216 1.88834 -8.26349
3218 7.73699 -0.36761
3271 6.13420 -4.47712
3298 0.58995 -3.58279
3299 3.40970 -3.73217
3310 11.68187 -0.85488
3325 3.08244 -8.16136
3334 0.05855 -4.24472
3411 0.77735 3.83340
3731 -1.90864 0.06317
3735 -7.51242 -3.59677
3783 -1.62815 -7.97766
3799 -2.47328 -7.93593
3859 -9.34498 -8.25359
3912 -0.71298 -6.70031
4155 10.26026 5.97827
4289 -12.21927 8.16643
4293 6.67199 6.55935
4301 9.62471 2.84429
4307 -3.87625 7.76309
4325 -0.05856 3.44133
4362 -2.08492 0.07144
4384 -2.39164 4.98234
4402 0.69345 6.96595
4422 0.69345 6.96595
4441 1.66848 5.36711
4858 -3.39987 -0.70377
4872 4.28148 -0.21254
5004 -12.15258 7.80938
5021 -2.07646 4.58800
5032 -1.20347 5.11659
5043 4.08929 6.35133
5044 -1.31791 5.39969
5045 -1.66914 7.61061
5046 -1.34221 5.25998
5047 -1.45383 7.71004
5048 -0.16654 4.93821
5059 0.31727 5.67686
5061 4.91126 6.47724
5069 -2.49477 4.93750
5077 4.20589 6.42885
5078 7.09195 8.09111
5083 3.86046 5.29056
5281 9.07643 -1.81296
5295 8.90327 -3.83993
5427 7.09855 0.88784
5471 6.93272 0.01837
5948 9.90507 5.52875
5994 9.43140 5.84539
6406 7.39845 0.85766
6517 9.27721 -1.42772
10011 -1.73780 0.05485
10036 -0.27655 4.84427
10433 -3.35802 5.25108
10913 -0.41038 5.09022
11003 0.35948 0.73058
11067 -3.25207 7.65260
11997 -7.51942 7.80605
16790 7.23337 2.39100
16944 -0.61903 -3.51301
17328 -0.04931 4.96272
18179 2.65444 6.50563
18259 3.96066 0.75279
18386 6.65149 2.31971
18458 5.99754 0.51127
21513 4.35460 -7.91732
21759 4.25280 -3.77469
21891 9.26775 6.74826
22189 8.16487 -7.21176
22216 4.97269 -1.45010
22217 -3.17280 0.77370
22218 6.15182 0.51755
22220 -2.11746 -4.12909
28914 1.28974 -3.23258
28978 -0.70045 -8.05565
29207 11.98246 7.98653
-99
8front01318 H_25.39998_16.93332
-99
8left01318 H_25.39998_16.93332
22223 4.21886 2.11158
-99
8right01318 H_25.39998_16.93332
18629 -2.29495 5.96413
22224 5.79851 -0.33327
22225 5.78801 -1.88801
22226 7.39013 3.09524
22227 3.63262 -1.05175
22228 2.85932 -2.33135
22229 1.35163 4.94777
22230 6.21725 2.66882
22231 2.60280 6.23815
29516 12.42235 2.90852
-99
8back01319 H_25.39998_16.93332
9999 -5.17686 1.08013
10824 -9.86262 5.08748
17610 -2.00958 -4.72880
17693 -5.94085 4.56837
17695 -6.00002 8.01552
22211 6.22844 -3.47227
22232 -4.27363 -3.19842
22233 -8.19276 7.62057
22234 -9.50418 4.04609
22235 -6.63804 4.12993
22236 -10.39761 -2.79745
22237 0.23648 6.22179
22238 -4.70615 1.90655
22239 -6.65301 1.66387
29029 0.89537 2.10047
29031 -2.96838 -0.13241
29032 8.27018 -7.78831
29125 1.08526 4.10462
29130 -11.24733 0.28832
-99
8down01319 H_25.39998_16.93332
1537 6.56114 8.36290
1539 -1.79536 3.07892
1546 -4.32326 3.77467
1747 -11.47581 0.62900
1752 9.50238 3.94977
1754 -5.73888 -2.96271
1802 -11.82137 -4.31128
1830 3.57941 -6.19666
1963 -7.09962 4.68507
2111 -7.18358 -4.25935
2113 -8.19645 -4.56153
2166 10.52812 3.41967
2203 -8.99263 -2.39534
2317 -9.65710 -2.87228
2341 6.39176 -4.80627
2509 7.13533 -3.32867
2511 -8.21376 4.50540
2628 6.15258 -4.09901
2637 3.23368 -4.60682
2639 -1.71922 -4.33505
2642 -0.89469 0.25013
2654 -11.81794 -3.30404
2661 1.38096 7.39602
2662 0.81105 -7.25211
2725 -8.53686 -6.09151
2776 3.83970 -0.88466
2871 1.25061 -2.31527
2907 0.89805 -1.70782
2928 -2.45932 1.51934
3019 -11.58008 -4.74580
3020 -11.08161 -6.99784
3023 9.47420 -6.00648
3114 7.08758 -3.06837
3188 1.65540 -2.82238
3190 -5.11718 -0.77382
3197 -2.88223 -4.03698
3204 8.80841 -8.24272
3205 -8.15636 -6.97246
3209 -7.08710 -6.61446
3210 3.52205 -2.97041
3218 7.80885 -3.34804
3271 6.23128 -7.49390
3543 -6.90186 4.72372
4282 -5.49870 4.69949
4289 -11.66276 4.91404
4291 -8.09271 4.49960
4293 6.76817 3.28619
4295 -2.70442 2.99055
4298 -8.52430 4.03872
4301 9.66142 -0.29880
4303 -8.36200 4.88680
4307 -3.55297 4.39315
4309 -3.64912 4.39230
4322 -1.76818 2.30288
4369 0.38311 3.74719
4384 -2.10149 1.83860
4400 0.29227 3.54984
4402 0.91349 3.71733
4409 -1.49820 4.82017
4422 0.91349 3.71733
4441 1.87485 1.97341
4855 -0.34532 -2.56472
4858 -3.07067 -3.74071
4872 4.43044 -3.18481
4959 10.51098 8.39820
5019 2.83319 3.18068
5021 -1.79511 1.46588
5032 -0.94908 1.95784
5038 1.12925 1.87325
5043 4.23837 2.96934
5044 -1.05695 2.22650
5045 -1.39971 4.22056
5046 -1.07670 2.09509
5047 -1.18680 4.32446
5048 0.07693 1.77469
5059 0.54573 2.47918
5061 5.04163 3.08024
5064 5.93138 2.87694
5065 2.88527 3.70669
