A0619 H_23.52000_15.68000
24996 1.65380 3.36927
24997 3.31488 -4.07164
24998 6.46756 3.70739
24999 8.74432 -1.87298
25000 7.23647 -6.13998
25001 10.21370 3.03720
25002 3.97435 -0.01227
25004 3.50558 -1.05268
25005 6.75301 1.68217
25007 0.46300 -3.99751
25008 2.29355 -2.28933
25009 2.20435 -1.29936
25011 3.66293 2.99496
25012 5.95028 -3.82437
25013 5.84068 0.05456
25014 8.73834 3.14695
25015 -0.14297 0.10380
25016 6.77868 -7.04730
25017 8.66585 0.55019
25018 3.97796 -3.34166
25019 1.82594 -7.19907
25020 9.37263 -1.13382
25021 5.30855 -4.03160
25022 8.71658 1.93185
25023 3.41725 4.61230
25024 6.19364 -0.70795
25025 -0.23936 0.87832
25027 -0.05087 -4.25107
25029 9.93711 -2.59926
25030 5.06164 -6.49382
25031 -1.71077 -6.12308
25032 4.57824 -7.11217
25035 9.52489 3.73696
25036 -3.45871 4.50293
25039 1.36619 0.13590
25040 10.06907 -6.10251
25043 -0.23179 -7.05583
25047 -8.78824 -2.26035
25048 -1.11702 -6.78022
25049 -1.82288 -3.89636
25051 10.61269 -6.95304
25052 -2.77642 -5.94796
-99
X0889 H_23.52000_15.68000
16462 10.56515 -3.69476
16465 9.80887 3.45951
20747 0.38387 5.29754
20752 10.96691 2.10397
20754 11.08152 -3.38250
20761 11.10302 -1.49856
20762 9.16252 -2.83121
20764 5.22001 -3.39067
20936 8.17211 4.36383
20940 10.20659 5.51459
21088 10.90904 5.66114
25056 6.84598 -1.96865
25059 5.96336 0.87075
25060 8.42670 2.07518
25061 9.03131 6.97430
25063 4.17620 -3.08733
25065 3.14343 -1.03113
25067 6.42005 -3.19131
25069 6.55992 0.32550
25070 4.91995 7.05999
25073 8.08602 -0.49877
25074 -0.44108 -2.49444
25076 7.58580 -3.96920
25079 7.68282 4.35283
25080 11.01934 2.99987
GCP_GCP-05 -0.69709 2.79807
-99
A0890 H_23.52000_15.68000
16309 10.95429 6.90105
20545 8.03478 6.60810
20546 0.02762 6.17419
20556 9.62803 4.29128
20563 10.14596 5.93186
20571 4.74656 3.23894
20583 4.52645 2.80950
20591 3.73909 5.67369
20592 4.71206 3.05006
20770 -2.13000 5.71573
20774 2.17151 4.47802
20861 2.10716 2.54109
20865 6.08681 2.83121
20866 8.71212 3.59541
20867 10.57895 2.81285
20868 -2.98088 7.58270
24879 9.41593 -6.34046
24880 5.15332 3.96814
24881 9.01099 -2.84071
24882 0.94268 -5.96523
24883 8.75158 -6.04019
24884 2.54299 -7.13618
24885 6.93636 5.62464
24886 -0.26730 -4.69228
24887 2.65564 4.84539
24888 8.91804 -6.64932
24889 3.48383 -5.20743
24890 0.42475 -2.59104
24892 2.79157 -1.81734
24893 0.71476 -7.20793
24894 9.74448 -2.70448
24895 0.96198 -2.12775
24896 1.70543 -1.01460
24897 6.44724 6.34460
24898 9.50589 -5.33213
24899 9.04485 -1.90604
24900 9.49768 1.42457
24901 -5.25517 -5.65137
24902 6.79560 -4.54693
24903 -2.93909 -0.42040
24904 1.27368 2.72949
24905 6.30030 4.11078
24906 7.94049 -6.97324
24907 5.34908 -5.01164
24908 6.59090 2.77936
24909 -0.67979 -6.51505
24910 7.05207 -2.41635
24911 6.59536 -6.70550
24912 7.60887 -1.10376
24913 10.50930 -6.33936
24914 10.98476 -3.80320
24915 4.90060 6.43755
24916 7.95160 1.14992
24917 10.57738 -7.42999
24918 6.31459 -7.25782
24919 10.25375 -1.33398
24920 -6.24660 3.40744
25083 2.48583 -6.67647
25084 0.44434 -3.45222
25085 3.38271 5.96832
25086 3.19762 5.23546
25087 -0.26730 -4.69228
25089 5.70527 0.44119
25090 1.50962 -6.11998
25091 -1.22836 -6.74434
25092 5.60466 -6.97871
25093 -7.07279 3.17581
25094 0.73734 1.96435
25095 -2.04945 -3.41490
25096 -8.59464 2.94526
25097 -4.11472 -1.40989
25098 4.08289 -0.02206
25099 -0.21707 -3.23376
25101 0.89979 -4.76152
25102 7.84273 -5.02274
-99
D0890 H_23.52000_15.68000
16362 -6.18246 -5.66943
16751 -0.54029 -6.62730
20599 -3.65605 0.57760
20602 5.81136 0.86035
20606 -1.64282 -2.57392
20636 -6.23827 1.13193
20643 -4.71337 -0.07860
20644 7.78807 1.86656
20646 3.42038 -6.75672
20649 2.76765 -5.11297
20656 3.19710 1.20678
20658 6.03414 0.61030
20661 3.91134 -0.75947
20662 -5.35437 -2.14802
20787 -5.36462 -3.13670
20793 -2.22757 -0.93218
20800 9.60796 -4.95415
20902 -6.10808 -1.02532
20903 -4.60439 1.31267
20904 -4.63811 -2.49265
20905 -5.95233 -6.83191
20906 2.94703 5.79732
24924 -7.98988 4.64322
24925 2.83286 3.82805
24926 2.17881 0.64528
24927 -1.92291 3.16001
24929 -3.68833 5.56433
24930 5.73845 2.79082
24931 1.66090 -1.85833
24932 -0.79949 2.07872
24933 5.62395 2.66950
24934 -2.22245 -3.41051
24935 -1.13338 -4.05628
24936 5.44887 0.20405
24937 7.37328 3.29701
24939 2.59610 4.24611
24940 -2.52208 7.29287
24941 -3.04677 -1.70635
24942 4.86393 -6.20324
24943 4.61095 -4.16683
24944 2.42609 3.57188
24945 -2.79140 -5.75729
24946 3.57891 5.28552
24947 3.09321 1.21552
24948 0.81806 3.41847
24949 -3.77596 2.10955
24950 7.05670 5.79622
24952 2.19220 1.63533
24953 3.18745 -1.00869
24954 -7.01772 -2.71083
24955 5.79387 -1.88146
24956 6.49135 -5.42235
24957 4.22343 -3.76855
24958 -0.77865 7.48333
24959 -3.65605 0.57760
24960 -2.10117 5.05085
24961 4.41709 -6.34937
24962 0.80266 -0.38588
24963 5.39862 3.24768
24964 5.56428 -6.59853
24965 -3.08034 7.24396
24966 6.46865 6.08723
24967 5.05045 3.77881
24968 1.85686 -6.40437
24969 2.06865 5.84917
24970 -5.77676 -5.67637
24971 6.60785 -5.30549
24972 4.40981 5.74249
24973 6.12237 -1.44663
24974 -0.20198 6.15782
24975 5.01811 6.10088
24976 3.62789 -3.36139
24977 -5.08967 6.48440
24978 7.01646 5.64799
24979 -10.53613 -1.55161
24980 1.41384 -5.50305
24981 -9.55834 -5.34730
25103 10.68649 -6.94796
25104 0.16492 -1.05369
25105 5.46669 -2.88216
25107 -4.07845 -5.32455
25108 -3.66815 -7.28215
25110 11.05484 0.76465
25111 9.44071 2.83329
25112 1.10682 1.93177
25113 10.23608 4.06847
25114 3.23567 -7.17279
25117 8.82302 -7.01952
25118 8.10443 -1.06309
25119 9.23936 -5.47288
25120 6.35169 -5.98254
25121 1.40690 -7.19000
25123 9.20232 6.10790
25124 7.73540 0.40597
25125 7.50522 2.44304
25126 10.34784 -1.85908
25128 3.26260 6.94514
25129 10.01118 -1.39866
25130 3.71111 3.17921
25131 7.78018 -3.91354
25132 1.99773 -4.24985
-99
S0890 H_23.52000_15.68000
3123 2.90964 2.42362
7343 -3.30427 -2.12323
7345 -3.46034 -0.12663
7437 1.13728 5.85648
7438 -0.10785 6.11729
7442 1.70776 3.72175
7467 -2.62576 0.40121
7648 -2.61382 -4.00159
7669 -0.66070 0.52476
7676 -2.78165 -1.09804
7780 -6.56966 -0.89511
7781 -4.94885 2.79706
7782 -7.85089 -5.19056
7808 -7.08514 -5.53237
7857 -6.56501 2.13540
7859 -5.82887 1.82614
7863 -5.42297 2.38139
7865 -7.68291 -4.77290
7871 2.54798 2.28071
7876 0.05976 2.97421
7880 2.42553 2.07278
7886 0.76926 3.69543
7901 -1.71873 3.98157
7922 -4.97169 -2.50539
7929 2.53232 0.58652
8051 -2.41195 4.07248
8053 -0.12743 5.05680
8054 0.71415 0.71280
8055 -2.78701 -1.90549
8056 -7.32038 -5.63744
8058 -4.33094 3.64238
8059 -4.03241 3.65483
8061 0.68296 -4.85979
8065 -2.53200 1.08698
8066 -1.20654 0.68998
8067 -0.33662 5.76701
8068 -3.26859 4.70457
8070 -1.29538 1.93354
8071 -7.73527 -4.37932
8073 -7.64182 -2.00297
8076 -5.79589 -0.55578
8077 -3.21042 -1.62269
8079 -7.41291 -2.24279
8081 -6.78828 -1.34384
8084 -5.08992 -0.20022
8087 -7.83662 -4.24307
8088 -5.48833 -0.46261
8089 -6.62460 0.29474
8151 -8.28623 -5.24189
8168 -6.98421 -5.81585
8189 -0.22699 -6.74752
8190 -3.88704 -0.07353
8217 -3.32820 4.54719
8291 1.55252 -6.35459
8387 -8.19645 2.54881
8388 -3.13870 -3.73210
8389 -10.77800 1.00353
8390 0.71641 -5.93909
8391 -3.87782 3.69697
8396 2.85056 -4.68341
8446 3.54476 2.18959
8447 3.11458 -3.23903
8451 -10.80792 -2.74169
8456 1.74035 3.99371
8457 3.00759 -6.34216
8458 6.42848 3.80576
8459 3.14605 -3.56045
8491 -7.32165 1.95228
8505 3.39834 -3.61842
8510 4.66916 1.78665
8529 3.30091 -3.26440
8539 -2.98859 -3.79551
8543 -3.27995 -2.30701
8544 -0.92269 2.31075
8557 -0.15338 -5.69666
8569 -10.04614 -7.73478
8571 3.75238 1.18819
8572 -0.34517 -6.58321
8574 -7.21352 -1.01720
8588 5.52737 1.82224
8589 5.51389 1.63514
8597 -1.97178 -1.99503
8601 5.83297 -6.39129
8605 8.66901 -5.94865
8606 0.12702 -3.94943
8607 6.02404 -3.99174
8609 2.16000 -2.78206
8610 9.54487 -3.57540
8611 -6.19625 3.27066
8612 -0.97847 -7.40769
8613 7.14236 0.28294
8614 7.17329 1.24111
8615 10.59088 -1.52871
8616 5.11935 0.84973
8617 6.07268 1.54015
8618 8.42768 0.40109
8619 8.65287 -5.51169
8620 7.14236 0.28294
8621 6.33610 -4.11069
8622 9.58952 -3.75533
8624 -4.94864 -2.67709
8625 5.34876 6.06445
8626 4.61400 5.55985
8631 10.44418 6.76475
8632 10.42774 7.60297
8633 -1.26222 -2.58645
8634 10.57578 -3.67004
8635 -7.14011 -2.61440
8641 9.13593 7.31000
8644 -10.92550 -3.13423
8645 4.38227 7.09529
8646 6.81434 7.23010
8647 5.60411 7.55434
8648 2.41648 0.40862
8650 -9.25793 3.04159
8651 -10.41927 1.54375
8653 4.43719 -0.09365
8654 -8.32270 3.50439
8655 -8.49661 2.91076
8656 10.37069 -1.94958
8657 7.31386 -2.60907
8658 -2.38649 5.95712
8659 2.96054 6.08962
8660 5.94647 0.77510
8661 10.25521 -7.46104
8662 11.26907 3.34861
8663 7.92059 5.21367
8664 9.47168 4.49747
8665 8.85086 5.18596
8666 8.66649 2.66534
8667 -1.31245 5.17209
8668 -4.00010 -4.35464
8669 9.80162 -3.42451
8670 7.67665 3.86651
8671 9.76769 -3.93896
8672 4.91507 -7.37687
8673 5.59450 -6.34642
8674 8.27042 -6.43731
8675 4.38144 -6.76277
8676 7.22258 1.68143
8677 1.43662 -7.49668
8678 7.03957 -2.43405
8679 8.92916 2.53988
8680 9.64739 -3.36011
8681 6.17453 4.56626
8682 11.20240 3.04777
8683 7.54405 -5.63772
8684 -8.83842 -6.66000
8685 8.37710 3.57373
8686 11.54315 1.56027
8687 6.05487 -5.51262
8688 0.65552 -3.95178
8689 8.20497 -0.45287
8690 -7.59777 -0.75789
8691 -11.02478 2.31719
8692 -2.51851 -6.61982
8693 7.48093 -5.16307
11239 1.45725 -5.27550
11241 -10.59152 -0.02316
11405 -11.22680 -7.33141
11798 -3.54311 2.71502
12184 -6.85764 -1.78365
12335 8.86520 0.72783
16508 0.19273 0.44848
16685 -5.36711 -6.58598
16691 -11.32448 -4.26645
20081 0.87194 1.84516
20358 -5.59402 -0.54694
20458 -6.86908 1.86779
20485 -5.22646 1.38769
20667 -1.05335 4.23760
20668 -0.41755 1.17233
20669 1.16297 1.88525
20670 1.39262 0.43764
20671 3.16822 2.34912
20808 2.97271 4.49898
21007 -10.61052 -0.89902
23965 2.19386 -4.66778
24650 3.03648 -5.91514
24834 6.14253 3.25938
24835 5.21514 3.94830
24836 -9.70358 -1.89478
24870 7.23559 6.33410
24986 6.26438 1.54842
24987 0.28584 -0.49907
24988 1.95041 -2.03112
24989 10.74033 -1.04154
24990 11.19937 -0.45334
24991 4.20421 5.52290
25135 6.23465 -4.15557
25136 7.34074 -6.09063
25137 -0.13319 -4.43395
33984 6.33862 0.30112
-99
W0890 H_23.52000_15.68000
16578 -7.58155 7.17701
20922 -8.88025 2.62240
20923 -6.03694 5.89394
24742 5.35990 3.96584
24871 8.76187 -5.87907
24994 7.90075 -2.83983
24995 1.16451 -2.25089
24996 2.86824 6.10915
24997 4.38800 -0.58250
24998 7.36060 6.22851
24999 9.46814 1.23979
25001 10.86869 5.55408
25002 5.02279 2.95641
25003 9.35261 0.81386
25004 4.56804 2.08450
25005 7.62050 4.40318
25008 3.43931 1.01164
25009 3.33336 1.88498
25010 8.09034 4.02560
25011 4.74783 5.75220
25012 6.83892 -0.40376
25014 9.49417 5.69473
25015 1.15901 3.14443
25016 7.59528 -3.22336
25017 9.41690 3.37939
25018 5.00394 0.04760
25019 3.03185 -3.22811
25021 6.23781 -0.55843
25022 9.46043 4.59599
25023 4.52103 7.21373
25025 1.04557 3.85842
25027 1.24360 -0.67677
25028 9.18578 -0.24106
25029 10.56802 0.59838
25030 5.99932 -2.70993
25031 -0.28596 -2.23391
25032 5.56984 -3.24286
25033 7.56779 -2.61151
25035 10.25277 6.19565
25036 -1.97806 7.12326
25037 2.29297 -0.62038
25039 2.59453 3.18051
25040 10.68957 -2.43877
25042 4.95611 4.94053
25043 1.07052 -3.09897
25044 9.44852 2.65805
25045 9.90173 4.93702
25046 8.03761 5.41210
25047 -6.90765 1.25820
25049 -0.42446 -0.32256
25050 3.58569 3.85879
25051 11.17088 -3.21000
25052 -1.28097 -2.04634
25138 6.92707 -6.47414
25139 3.38752 -4.68876
25140 10.37100 -6.11440
25141 9.54347 -7.51370
25143 6.66979 -5.81811
25144 11.31577 -4.24074
25145 -1.13059 3.16609
25151 8.25508 -6.56496
-99
X0890 H_23.52000_15.68000
19907 7.21678 -7.47572
20754 11.57812 -7.02697
20755 10.35154 -2.12456
20756 9.11962 -1.48942
20762 9.52699 -6.38594
20763 10.91901 -1.03923
20839 10.12805 2.36550
20936 8.60476 2.05006
20939 11.47115 3.07744
20940 10.77315 3.30321
24155 7.30896 -4.24211
25055 -3.05085 -4.04145
25056 6.98453 -5.38545
25057 -4.32779 2.11181
25059 6.09924 -2.08601
25060 8.78910 -0.66183
25061 9.54520 4.95267
25062 9.12336 3.57508
25063 4.11080 -6.61198
25065 3.03385 -4.17089
25066 3.44184 -0.14129
25067 6.52155 -6.66241
25068 7.19069 -0.28074
25069 6.75415 -2.59014
25070 5.12746 5.03137
25072 -3.65437 4.65706
25073 8.36602 -3.70189
25074 -0.93304 -6.01370
25075 10.91021 3.89576
25076 7.78931 -7.57300
25077 8.13358 -0.19035
25158 8.62357 -3.58266
25159 4.40180 5.12353
25161 9.87811 6.03166
25162 2.17979 -2.54122
25163 6.97070 0.13438
25164 -4.01300 -0.35333
25165 9.05547 6.87337
25166 -2.61821 -1.75682
25168 7.87087 7.39276
25169 10.59173 7.32777
25171 11.54420 3.74775
25172 -2.34351 -0.90900
GCP_LCP-25 5.33442 3.27158
-99
A0891 H_23.52000_15.68000
20545 11.44147 6.50989
20571 8.42199 3.04081
20583 8.23514 2.59983
20591 7.14089 5.54184
20774 5.65660 4.32530
20861 5.79913 2.30479
20865 9.83126 2.62113
21046 4.26971 6.58802
24880 8.75030 3.78713
24885 10.49149 5.49645
24889 8.31054 -5.75947
24892 7.28639 -2.24359
24895 5.43039 -2.57584
24896 6.14404 -1.42662
24897 9.93489 6.24035
24901 -0.70271 -6.23589
24905 9.90446 3.94329
24907 10.17897 -5.51485
24910 11.46894 -2.79502
24915 8.24638 6.32854
24920 -2.63295 3.14727
25083 7.43598 -7.27300
25084 5.02591 -3.93762
25085 6.74711 5.84526
25086 6.62644 5.08713
25087 4.35470 -5.22872
25089 9.67598 0.16153
25090 6.44276 -6.71508
25091 3.54008 -7.33803
25092 10.44675 -7.51720
25093 -3.33374 2.88191
25094 4.44454 1.71204
25095 2.32025 -3.90751
25096 -4.87115 2.62838
25097 -0.06180 -1.81847
25098 8.43415 -0.38967
25099 4.33746 -3.74717
25100 -1.19686 -6.39762
25173 -0.39261 -2.06321
25174 -3.56895 2.27323
25176 5.14032 -2.38877
25177 2.65174 0.92501
25178 -4.92808 7.49261
25179 5.43925 1.12007
25180 3.95097 -6.30557
25181 1.82050 0.33259
25183 -2.18646 0.62315
25184 -2.33566 -2.35986
25185 1.09956 1.39577
25186 4.18579 5.01290
25187 -2.83213 3.20233
25188 -5.95042 -1.64425
25189 -5.00689 -1.56549
25190 1.58249 -4.10157
-99
D0891 H_23.52000_15.68000
16751 -5.36505 -5.96660
20594 -5.33738 -0.78155
20606 -6.15006 -2.06855
20649 -2.00556 -4.48910
20656 -1.15906 1.64025
20661 -0.50424 -0.27098
20797 2.12388 -7.52515
20800 4.44872 -4.22107
20806 -5.03188 -0.99942
20882 -6.48853 -2.34088
20902 -10.38633 -0.61573
21060 6.33058 -4.52966
21069 -5.21262 -5.50816
21070 6.39617 -3.63924
24930 1.59021 3.17080
24933 1.47385 3.06212
24935 -5.75611 -3.51239
24936 1.09376 0.66431
24937 3.25779 3.68781
24941 -7.48115 -1.22065
24942 -0.27332 -5.46740
24943 -0.11742 -3.56796
24949 -7.87119 2.45573
24950 2.97946 6.12682
24953 -1.23851 -0.51486
24955 1.15444 -1.32208
24956 1.37561 -4.69840
24957 -0.48649 -3.16547
24960 -5.95060 5.31992
24963 1.28456 3.61417
24964 0.35041 -5.84472
24966 2.41323 6.39724
24967 0.94928 4.10842
24968 -3.02591 -5.74533
24971 1.50979 -4.58651
24972 0.55129 6.01895
24973 1.57075 -0.91439
24975 1.08300 6.38530
24978 2.97235 5.98118
24980 -3.37205 -4.88984
24982 -10.14521 0.70141
24983 3.20179 3.10805
25103 5.34525 -6.12571
25104 -4.29272 -0.57377
25105 0.77339 -2.29969
25107 -8.75876 -4.75437
25108 -8.49785 -6.63590
25110 6.50610 1.28539
25111 5.09951 3.25942
25112 -3.13883 2.31161
25113 5.91227 4.47910
25114 -1.93735 -6.41448
25115 -0.84789 -3.06676
25116 5.19662 1.12725
25117 3.53976 -6.22128
25118 3.62720 -0.54897
25119 4.06246 -4.72023
25120 1.19039 -5.23536
25121 -3.51234 -6.51286
25122 3.90142 1.85975
25123 4.92129 6.47036
25124 3.32177 0.87267
25125 3.31348 2.84170
25126 5.58534 -1.25292
25127 -9.61391 5.16168
25128 -0.46883 7.16860
25129 5.28929 -0.81244
25130 -0.44418 3.54557
25131 2.79334 -3.24660
25132 -2.69814 -3.66042
25193 -1.47340 0.85374
25194 9.23362 2.81132
25195 -6.42704 6.71067
25196 8.37448 -4.70802
25198 -5.28696 -6.81424
25199 10.31244 -1.87068
25201 -0.92209 -6.61049
25202 9.16021 5.60182
25205 10.10042 3.65500
25206 7.24888 -6.60214
25207 10.30071 5.72576
25209 8.83036 -2.94765
25210 7.17959 -1.55817
25211 10.22108 2.66217
25212 8.91798 -1.93211
25213 9.88542 -4.33584
25214 -3.59021 -3.83017
25215 7.09008 0.76191
25216 9.08845 5.38489
25218 8.37346 -5.06968
25219 3.63173 -6.57042
25220 -4.36954 -0.31359
25221 9.09762 -7.58186
25222 6.33453 -7.18697
25223 10.50377 1.38774
25224 -2.47272 3.63228
25225 10.56744 -6.51429
25226 6.09021 -7.23792
25227 11.15434 2.91756
25230 -8.85711 3.02629
25233 -7.51689 4.11601
-99
S0891 H_23.52000_15.68000
2426 -9.15008 -4.31598
3567 -9.21370 -4.20305
3810 -8.07643 7.23375
4768 4.46945 3.94358
4885 1.49472 0.06714
4889 -7.58326 0.00997
4891 4.06318 -0.48557
4893 3.55885 1.40719
7341 -11.44732 -0.22507
7343 -2.59817 1.56718
7345 -2.77665 3.57109
7363 -8.54307 -1.12345
7467 -1.93350 4.11842
7648 -1.90860 -0.33349
7669 0.02663 4.26394
7676 -2.08005 2.61287
7781 -4.28097 6.48312
7782 -7.20147 -1.62804
7808 -6.42499 -1.97693
7854 -5.01703 2.93816
7857 -5.93583 5.80457
7859 -5.16456 5.50753
7863 -4.75638 6.05873
7865 -7.03248 -1.17648
7871 3.22009 6.01743
7876 0.74297 6.70552
7880 3.10112 5.82077
7884 3.33763 -0.08983
7886 1.43689 7.41846
7901 -1.06145 7.66776
7914 -7.09286 1.40960
7922 -4.24220 1.34409
7929 3.23286 4.39174
7931 -8.20112 -0.28978
7939 -8.59364 -6.02046
7994 3.09938 -4.14629
8001 1.36493 -6.39630
8002 1.81467 -6.74427
8003 1.27346 -5.20208
8004 1.56830 -6.91156
8007 1.81467 -6.74427
8008 2.04702 -5.69064
8009 1.25941 -6.24541
8037 2.76006 -4.98411
8042 -2.55124 -6.38531
8054 1.41227 4.44600
8055 -2.08173 1.81309
8056 -6.65483 -2.09539
8058 -3.66360 7.31439
8061 1.42951 -1.18084
8062 -9.55249 1.85549
8065 -1.86791 4.81852
8066 -0.50581 4.42908
8070 -0.61368 5.64589
8071 -7.07096 -0.77569
8072 -10.72842 0.29131
8073 -6.96284 1.62926
8076 -5.12220 3.11784
8077 -2.53774 2.08804
8079 -6.76038 1.39779
8081 -6.11058 2.31492
8084 -4.41692 3.47082
8086 -3.13335 -3.04777
8087 -7.17299 -0.64317
8088 -4.81067 3.21558
8091 -6.25086 -4.72982
8093 -4.95964 -5.59966
8097 -5.54567 -5.62830
8105 -7.66784 -7.28080
8106 -1.55928 2.00120
8113 -3.65184 -6.17284
8124 -2.34521 -6.23067
8131 4.83986 -6.39299
8138 -2.42391 -6.06744
8139 -2.83645 -3.25972
8141 -1.54011 -6.74949
8189 0.50882 -3.11123
8190 -3.22516 3.61444
8291 2.31376 -2.69111
8293 -4.76192 5.02380
8387 -7.47295 6.47994
8388 -2.43356 -0.05267
8389 -10.13024 4.66902
8390 1.47139 -2.27585
8391 -3.20979 7.37949
8392 1.01152 -5.54885
8396 3.58122 -0.98280
8446 4.20793 5.93497
8447 3.85006 0.50152
8453 -3.08591 -3.18890
8456 2.40085 7.73853
8457 3.77416 -2.66265
8458 7.04764 7.52688
8459 3.88430 0.15829
8463 8.00686 -6.11647
8467 10.66455 -4.89231
8482 8.15684 -6.38309
8483 2.34799 1.43595
8488 6.10639 2.98149
8491 -6.66450 5.61011
8492 1.62630 -5.45611
8503 8.38717 -6.01368
8504 5.70548 -3.97732
8505 4.13335 0.10416
8508 -10.99640 -3.48336
8509 5.48267 -4.97987
8510 5.34992 5.57591
8512 0.53415 -0.94869
8513 9.15001 -3.41172
8514 2.27324 -7.47452
8515 10.37939 -6.63277
8516 3.03161 1.14395
8517 4.32514 -3.43845
8519 1.69001 -6.00124
8520 8.84873 -4.12317
8521 -1.25793 5.70363
8522 -0.83311 -2.74622
8523 3.08674 -4.43493
8529 4.03798 0.46057
8539 -2.27510 -0.12628
8543 -2.57124 1.37182
8544 -0.24486 6.03764
8563 -0.92537 0.97712
8565 -10.37476 -0.84663
8567 -6.80377 -5.20633
8569 -9.43272 -4.29283
8570 -4.36608 -2.83242
8571 4.44466 4.93127
8572 0.38204 -2.96446
8573 -11.59222 4.31016
8574 -6.55154 2.64765
8576 3.68623 -0.10962
8588 6.18154 5.56718
8589 6.18102 5.35803
8596 1.01152 -5.54885
8597 -1.26753 1.71712
8605 9.42064 -2.30443
8606 0.84914 -0.23712
8607 6.77559 -0.25418
8609 2.89169 0.92485
8610 10.25639 0.12508
8612 -0.19268 -3.61242
8613 7.80573 4.03098
8614 7.82134 4.97912
8615 11.23893 2.17519
8616 5.79259 4.59603
8617 6.73336 5.27859
8618 9.08766 4.14468
8620 7.80573 4.03098
8622 10.29894 -0.06963
8636 -8.82888 3.71117
8650 -8.54795 6.92970
8651 -9.75675 5.22548
8653 5.12046 3.68110
8654 -7.56776 7.43401
8655 -7.77449 6.82656
8656 11.04165 1.75577
8660 6.64563 4.52120
8661 11.06379 -3.64404
8666 9.28212 6.38868
8668 -3.24829 -0.61975
8669 10.50449 0.27974
8670 8.29487 7.57879
8672 5.69963 -3.71894
8673 6.37448 -2.65382
8674 9.02403 -2.80578
8675 5.14617 -3.09194
8676 7.86061 5.42441
8677 2.20754 -3.86620
8679 9.52197 6.27097
8683 8.30404 -1.94572
8684 -8.20994 -3.13794
8685 8.98513 7.30176
8687 6.81459 -1.81201
8688 1.39158 -0.24443
8689 8.88938 3.31454
8690 -6.94084 2.89491
8691 -10.41322 5.90375
8692 -1.75475 -2.87078
8693 8.22250 -1.46499
11239 2.20931 -1.59113
11241 -9.96490 3.57892
11405 -10.66107 -3.89645
11798 -2.85696 6.40893
12074 4.16925 6.04312
12335 9.50796 4.46496
12338 1.93648 -4.80947
16508 0.88698 4.18458
16549 -11.00047 3.32881
16550 -11.39902 2.58868
20358 -4.91105 3.12502
20458 -6.19541 5.54723
20485 -4.55679 5.05941
20668 0.26820 4.90769
20669 1.84253 5.60393
20671 3.83799 6.08714
21005 -2.28645 -6.53718
21007 -9.98678 2.71497
23965 2.94775 -0.97169
24650 3.80003 -2.23077
24834 6.76841 6.98864
24835 5.83823 7.67184
24836 -9.05281 1.70965
24986 6.92076 5.29713
24987 1.05254 3.45935
24989 11.38945 2.66771
24992 9.36775 1.86601
25135 6.96592 -0.42221
25136 8.10272 -2.40035
25235 4.59747 -6.46589
25236 -1.43699 0.09677
-99
W0891 H_23.52000_15.68000
21015 -2.79422 3.70659
21016 0.54497 5.01113
24725 6.48103 5.00054
24871 8.78347 -2.16105
24872 3.30912 4.13627
25006 5.32121 3.09374
25007 2.15814 2.56311
25010 8.05309 6.50768
25013 6.80516 5.57456
25020 9.91545 4.62363
25024 7.12192 4.98674
25026 9.79052 4.29008
25028 9.10939 2.72269
25033 7.64484 0.66873
25034 4.99541 0.60062
25037 2.70042 2.41253
25038 7.62363 4.29778
25045 9.73044 7.30004
25048 0.87192 0.50093
25050 3.84092 6.37101
25138 7.10419 -2.71368
25139 3.76581 -1.14865
25140 10.29024 -2.38204
25141 9.50374 -3.62941
25142 1.64935 -0.39634
25143 6.84344 -2.09917
25144 11.12207 -0.73848
25145 -0.57028 5.78242
25146 9.78456 -1.46309
25147 8.33470 -2.57962
25148 7.19293 -2.29166
25149 4.19275 0.13767
25150 9.22216 -2.92055
25151 8.31535 -2.81131
25153 10.24944 -2.12543
25237 1.16516 4.35151
25239 7.45472 -2.61582
-99
X0891 H_23.52000_15.68000
16459 10.56967 -4.39297
16465 9.89758 -1.90794
16765 8.34510 0.92013
20752 11.25361 -3.63785
20755 9.98396 -5.19607
20756 8.65007 -4.54733
20763 10.59587 -4.03675
20836 3.06223 -3.49784
20839 9.72119 -0.15469
20933 4.96367 1.13526
20937 8.71842 5.39002
21020 2.37664 6.86531
21088 11.20858 1.11002
25058 7.43924 1.84857
25062 8.64757 1.30875
25064 6.99008 -0.62773
25066 2.55737 -3.01362
25068 6.59072 -3.10332
25071 10.66405 0.49171
25077 7.56651 -3.18312
25079 7.44822 -0.73158
25158 8.10899 -7.09710
25159 3.60988 2.94297
25161 9.45702 4.10838
25162 1.12746 -5.92658
25163 6.34542 -2.74915
25165 8.57106 5.03181
25167 10.29195 0.11378
25168 7.30502 5.56816
25169 10.18974 5.51567
25240 10.61380 5.39449
25241 11.11898 -3.43766
25242 5.77167 -3.83149
25244 10.27603 -4.07823
25245 10.38161 4.73824
25246 7.78039 -1.34956
25247 -5.34086 3.88468
25248 5.95047 3.50271
25250 10.33381 7.38264
25251 5.96245 6.12272
25253 -3.16734 -5.20359
25255 -4.66675 -1.32399
-99
A0892 H_23.52000_15.68000
20571 11.33164 2.74201
20583 11.17980 2.29312
20591 9.77136 5.30539
20774 8.40804 4.03965
20861 8.74344 1.96784
21046 6.75643 6.36601
