A0619 H_23.52000_15.68000
24892 11.10426 -2.74012
24896 9.91574 -1.91684
24915 10.80278 6.11679
25082 6.45107 2.05207
25084 8.97314 -4.50843
25085 9.31298 5.61503
25086 9.30847 4.83753
25087 8.35000 -5.81814
25090 10.77590 -7.34524
25100 2.79860 -7.12079
25101 9.80706 -5.91432
25173 3.04163 -2.59778
25174 -0.29498 1.78486
25176 8.91871 -2.90989
25177 5.72661 0.52924
25178 -2.68184 7.22109
25179 8.51562 0.76538
25180 8.00708 -6.94423
25181 4.94690 -0.09021
25183 1.21872 0.09751
25184 1.01955 -2.90955
25185 4.17260 0.97698
25186 6.85168 4.74034
25187 0.07075 2.80214
25188 -2.78791 -2.23128
25189 -1.66330 -2.17200
25190 5.37027 -4.69773
25259 2.71167 5.40748
25263 5.71916 -1.33633
25266 5.28815 -3.91228
25267 7.56071 6.70576
-99
D0892 H_23.52000_15.68000
20594 -10.01155 -0.40939
20797 -3.28666 -6.70016
20800 -0.77398 -3.42052
21004 8.27689 -6.96139
21060 1.03735 -3.67763
21069 -10.06976 -5.01310
21070 1.06814 -2.79444
21071 -9.37435 -5.97106
24935 -10.49386 -3.09321
24936 -3.43553 1.15880
24937 -1.09625 4.13551
24938 -10.01500 4.13861
24951 -9.93860 5.61797
24966 -1.91286 6.78806
24971 -3.62437 -3.88026
24973 -3.12646 -0.35182
24975 -3.15107 6.69294
24978 -1.33848 6.37790
24983 -1.18675 3.58429
25105 -4.03606 -1.73226
25113 1.35964 5.03243
25115 -5.67683 -2.50504
25116 0.62702 1.69164
25117 -1.75318 -5.39780
25118 -1.00615 0.03878
25119 -1.14312 -3.93212
25120 -4.01252 -4.53691
25124 -1.24249 1.41125
25125 -1.08027 3.32065
25126 0.69310 -0.56003
25129 0.43986 -0.14131
25131 -2.26265 -2.55920
25193 -6.06868 1.29119
25194 4.39750 3.49337
25195 -10.49556 6.82111
25196 2.97421 -3.77871
25198 -10.17944 -6.25409
25199 5.23221 -1.00695
25201 -6.19013 -5.91918
25202 4.41139 6.23950
25203 1.99593 6.19018
25205 5.21166 4.35295
25206 1.82665 -5.65409
25207 5.42044 6.38030
25209 3.86101 -2.12767
25210 2.28441 -0.79706
25211 5.33565 3.37663
25212 3.93708 -1.11909
25213 4.79204 -3.43147
25214 -8.42618 -3.33579
25215 2.35740 1.42022
25216 4.28350 6.00173
25217 2.52544 7.49703
25218 2.99888 -4.14107
25219 -1.67371 -5.73342
25220 -9.06027 0.06273
25221 3.67905 -6.56583
25222 0.91505 -6.25040
25223 5.69430 2.12779
25224 -6.69932 3.92428
25225 5.03771 -5.46560
25226 0.69363 -6.30315
25269 9.64500 -5.14674
25270 5.28948 -6.79131
25271 10.56186 3.21015
25273 11.24256 5.62317
25274 8.99078 1.90492
25276 11.24803 2.61505
25277 8.77460 4.28848
25278 9.39789 5.98506
25279 10.42595 1.64199
25280 11.14498 -6.97291
25281 7.61984 -5.46742
25282 4.77929 -2.43042
25284 -1.41150 -6.70273
25285 11.10596 -0.66732
25286 6.59617 -5.17355
25287 8.97175 -1.65743
25288 -0.34930 -1.91122
25289 11.40650 -3.24094
25290 8.90771 -1.23366
25291 6.10801 6.03482
25293 5.39465 -4.94683
-99
S0892 H_23.52000_15.68000
1091 -5.47797 5.24166
2426 -8.40953 -1.12529
2812 0.25075 -3.23286
2868 -3.03131 0.44946
3789 -9.22775 7.45393
4885 2.21604 3.60171
4889 -6.86771 3.30911
4891 4.77944 3.09936
5286 -10.61270 -6.08531
5291 -9.79310 -6.80946
5423 -7.96572 2.43700
5425 -6.20996 -7.57837
5489 -9.31727 -7.22312
5578 -9.22459 -7.03633
5652 -9.62670 -7.71099
6454 -10.91289 -6.13792
6455 -9.74810 -7.54179
6457 -8.70648 -5.88820
6458 4.16179 -4.73490
6956 -10.81418 -7.26632
7133 0.23849 2.23299
7341 -10.78329 2.94021
7343 -1.91090 5.00032
7345 -2.13065 6.97870
7467 -1.31678 7.53220
7648 -1.17628 3.12067
7672 9.43532 -4.49412
7676 -1.42034 6.06380
7738 -2.67602 1.03776
7780 -5.22945 6.12868
7782 -6.48396 1.64935
7808 -5.68491 1.31242
7810 -1.00019 -3.43045
7835 -3.17220 -2.76346
7865 -6.30365 2.13365
7914 -6.41297 4.72367
7922 -3.50297 4.91978
7968 -8.28537 -1.29078
7994 3.92381 -0.60915
8001 2.25497 -3.00248
8002 2.71396 -3.35289
8004 2.47030 -3.51527
8007 2.71396 -3.35289
8008 2.92192 -2.23838
8009 2.13515 -2.84141
8037 3.62189 -1.47411
8055 -1.39013 5.26791
8056 -5.91702 1.19924
8061 2.18397 2.36371
8062 -8.88104 5.09699
8071 -6.36540 2.54458
8072 -10.04410 3.49701
8073 -6.29134 4.94434
8076 -4.45333 6.48532
8077 -1.86549 5.52426
8079 -6.06384 4.74218
8081 -5.43289 5.66813
8084 -3.77334 6.85238
8086 -2.36287 0.34557
8088 -4.15708 6.60345
8089 -5.30911 7.32128
8091 -5.46850 -1.46730
8097 -4.73451 -2.35940
8098 -9.56129 2.80568
8113 -2.81676 -2.86707
8124 -1.49153 -2.90148
8126 -4.55475 7.49340
8131 5.75667 -2.85307
8138 -1.57271 -2.74567
8139 -2.05412 0.14335
8141 -0.67246 -3.40379
8166 -11.49639 -0.43779
8168 -5.57330 1.04254
8176 -7.35893 -1.48108
8181 -11.53060 0.79922
8189 1.31476 0.39357
8190 -2.57284 7.01406
8207 -0.90338 0.48583
8210 0.74622 -7.01032
8213 2.02149 -6.30686
8215 -2.51440 -5.45603
8226 -0.04640 -7.50527
8231 -8.69426 -3.87958
8245 -3.24332 -5.58079
8252 3.41381 5.62977
8274 -4.78731 -5.51336
8282 -10.52529 -3.39249
8291 3.12290 0.84407
8317 -4.99018 3.09329
8390 2.25142 1.25102
8392 1.87508 -2.14482
8393 -7.14075 1.60649
8405 0.89498 -6.23728
8406 7.41090 0.45390
8407 5.78452 -5.89223
8408 8.33351 -4.69518
8409 5.65292 -5.33950
8413 3.79286 -7.09818
8417 7.94517 -6.72567
8418 8.97687 -1.94658
8419 6.69377 -6.24317
8420 8.33925 -6.76588
8427 -2.97708 -6.38056
8428 5.26618 -6.05011
8429 9.41667 -6.62681
8447 4.54912 4.08999
8452 11.23148 -2.44997
8453 -2.30267 0.19533
8457 4.57675 0.89707
8459 4.59320 3.75052
8463 8.99227 -2.19220
8483 3.02682 4.99166
8492 2.49697 -2.02340
8503 9.36449 -2.08670
8504 6.54828 -0.38133
8505 4.84286 3.70011
8508 -10.29838 -0.32999
8509 6.33985 -1.40372
8512 1.28533 2.56554
8513 9.94647 0.21165
8517 5.15839 0.14256
8519 2.55962 -2.58047
8520 9.67195 -0.52302
8523 3.93942 -0.90929
8529 4.72904 4.05630
8539 -1.54884 3.32817
8543 -1.88579 4.82261
8557 1.37003 1.47120
8565 -9.67994 2.33941
8567 -6.00294 -1.96929
8569 -8.70084 -1.11040
8570 -3.60362 0.50813
8572 1.19533 0.54938
8573 -10.95042 7.54987
8574 -5.89401 5.98295
8576 4.39337 3.47600
8587 -2.13805 0.37086
8595 -1.33859 3.65996
8596 1.87508 -2.14482
8601 7.39288 0.92778
8605 10.17681 1.32708
8606 1.59349 3.27707
8607 7.47271 3.39598
8610 10.90979 3.77604
8619 10.12946 1.77359
8620 8.34754 7.64316
8621 7.78750 3.27983
8622 10.95607 3.57657
8643 -11.09968 0.02031
8652 -11.34645 -0.09807
8653 5.72906 7.29949
8672 6.53074 -0.11682
8673 7.16021 0.97567
8674 9.82939 0.81697
8675 5.95256 0.51068
8677 3.02935 -0.33747
8680 10.98723 3.97305
8683 9.05603 1.70525
8684 -7.44927 0.13747
8687 7.57540 1.83427
8688 2.11582 3.28685
8689 9.43560 6.95205
8690 -6.28843 6.23349
8693 8.95780 2.18254
11239 2.97119 1.95931
12514 5.76923 0.20771
16030 6.32556 -6.50422
16508 1.50423 7.69005
16691 -10.03238 2.44451
16922 -8.91202 -7.67062
20192 -1.61399 -0.43345
20358 -4.26282 6.50339
21005 -1.42524 -3.20463
23965 3.68581 2.59654
24486 -0.16338 -6.16666
24589 -7.24493 1.92360
24650 4.58409 1.35350
24987 1.71921 7.22494
24992 9.96487 5.54263
25136 8.88131 1.25788
25137 1.34723 2.76849
25235 5.50104 -2.96524
25236 -0.68485 3.72796
25295 7.32396 -6.45759
GCP_LCP-30 4.35726 -1.80646
-99
W0892 H_23.52000_15.68000
21011 -5.28801 7.22357
24725 5.97258 7.06517
24872 3.06292 6.29062
25000 7.56740 3.44246
25006 4.93844 5.34981
25034 4.71195 3.14995
25038 7.06899 6.43503
25041 6.32078 2.76977
25142 1.62187 2.26407
25146 9.21437 1.43773
25147 7.89099 0.44518
25148 6.83145 0.71978
25149 3.96532 2.71218
25152 3.43197 3.28321
25153 9.64583 0.83058
25154 8.00546 3.19685
25237 1.02248 6.39363
25238 9.28938 -0.47553
25296 10.63768 -6.04685
25297 10.30086 -0.53226
25299 5.82867 -5.52340
25300 5.38045 -5.20956
25301 0.93873 3.50429
25302 10.18201 2.43908
25303 8.31990 -6.08756
25304 9.21746 -5.09916
25305 7.97105 -6.90452
25306 6.47469 0.82816
25307 5.40112 -4.88256
-99
X0892 H_23.52000_15.68000
16765 7.19090 -1.22689
20933 3.58895 -1.11058
20937 7.52463 3.75026
20939 10.17826 -1.37846
21173 6.87298 2.79272
25058 6.21021 -0.24858
25064 5.73230 -3.21008
25071 9.66438 -1.70567
25078 7.21902 0.16534
25080 10.40749 -5.19338
25167 9.27376 -2.16623
25240 9.53385 3.79038
25241 10.21763 -6.38941
25242 4.47712 -6.90054
25244 9.29362 -7.05694
25245 9.30221 3.06781
25246 6.57283 -4.03082
25248 4.58189 1.50620
25250 9.21829 6.06088
25251 4.66533 4.65716
25309 10.67586 7.29325
25311 11.16078 6.64701
25312 8.48909 -1.74631
25315 11.22074 2.79096
25316 11.22628 3.34270
-99
A0893 H_23.52000_15.68000
13012 9.95798 3.59030
20973 -2.91231 2.85409
21032 -2.72110 6.34548
21122 -4.76799 4.68555
24704 10.36848 3.94222
25088 2.36903 0.00327
25258 -7.32474 -5.06113
25259 5.76646 4.58041
25261 1.95781 1.60143
25263 9.73136 -2.29561
25265 1.54744 -4.42511
25266 9.40836 -4.91849
25267 10.52314 5.96875
25268 4.94913 -0.13963
25318 4.09583 4.15220
25319 5.14741 -1.55417
25327 -9.55232 -2.01414
25328 6.89601 1.45034
25329 5.60706 -3.26892
25330 -0.17270 4.70533
25332 -0.09304 -2.11361
25335 2.71242 -0.36951
25336 9.38626 3.01017
25337 11.19588 4.52582
-99
D0893 H_23.52000_15.68000
20664 -11.10517 3.74334
20985 4.84103 0.73748
20999 3.01888 -2.36736
21000 4.13879 -1.37746
21004 2.57647 -5.50011
21047 10.28970 -6.27705
21048 -10.07989 -6.29208
21053 2.27454 -4.86054
21072 9.63559 0.59201
21073 -1.42804 -5.96861
21074 1.15417 -5.14858
21153 -9.71557 -6.05044
21154 10.41886 -2.18067
25204 1.19297 1.50638
25227 0.90975 4.82988
25269 4.09937 -3.71645
25270 -0.41122 -5.35055
25271 5.33639 4.43856
25272 1.92344 3.50271
25273 6.13773 6.78878
25274 3.75086 3.12266
25276 5.92735 3.84481
25277 3.65421 5.43743
25278 4.26552 7.13317
25279 5.17289 2.89071
25280 5.22233 -5.40532
25281 1.92225 -4.04241
25282 -0.46972 -1.19121
25283 -1.22397 -4.62162
25284 -6.97239 -5.40063
25285 5.77847 0.65135
25286 0.87308 -3.75795
25287 3.58732 -0.32977
25288 -5.68159 -0.76862
25289 5.85363 -1.83007
25290 3.54495 0.06561
25291 1.04210 7.10727
25292 4.14033 0.48176
25293 -0.28014 -3.59195
25294 3.57127 -1.34070
25338 9.41335 -6.59602
25340 3.91281 4.98821
25341 7.31205 6.01055
25342 7.70208 3.28816
25343 7.04495 -7.24257
25344 9.90293 6.62413
25345 9.05652 2.96544
25346 7.02970 -7.08130
25347 6.93987 -4.40216
25348 7.53100 -4.30420
25349 6.27138 2.80537
25350 9.85640 1.21508
25351 8.93326 -1.72086
25352 11.44528 -4.20239
25353 8.13735 -6.39367
25354 4.79399 -6.37557
25355 8.88166 0.15231
25356 11.58866 3.05828
25357 2.66690 -7.13701
25358 11.41667 0.23960
25359 11.57961 0.03241
25360 8.40955 -7.24033
25361 -2.27768 0.36995
25362 11.10446 3.78549
25363 9.67587 3.16050
25364 -0.98965 -7.37625
-99
S0893 H_23.52000_15.68000
2426 -7.34216 2.47145
2812 1.37996 0.55389
2883 -4.57909 1.75506
2888 -6.59462 2.70133
2943 1.54711 -1.91414
3567 -7.43328 2.60105
3794 4.41268 0.82411
3809 0.44412 1.03388
4885 3.16498 7.48985
4891 5.74061 7.03232
5048 -7.50501 -2.38413
5232 1.77233 -1.32175
5386 -7.51369 -5.38069
5415 -0.05391 7.15847
5425 -5.01388 -3.95793
5489 -8.17099 -3.73872
5578 -8.06141 -3.54462
5652 -8.47013 -4.25352
5723 -7.79662 -5.47253
5754 -8.22413 -7.04369
5755 -8.02640 -5.21960
5796 -6.83347 -6.43531
5797 -3.77455 -1.22385
5808 0.58076 -6.48205
5819 -7.13513 -5.21340
5839 2.80423 6.26745
5849 -6.77286 -3.30209
5858 -7.13710 -4.35727
5904 -4.69076 -4.04766
6447 4.53691 -7.25740
6448 3.77386 -6.11188
6452 7.53666 -7.60056
6453 -9.88097 -7.35701
6454 -9.78209 -2.68961
6455 -8.61066 -4.07545
6457 -7.51935 -2.19417
6458 5.35559 -0.87049
6466 10.69534 -2.46929
6888 -5.24523 -1.52842
6956 -9.68351 -3.76602
7090 -0.78352 -5.23843
7115 -0.68871 -5.36167
7119 -0.85457 -5.10724
7125 1.24513 -4.30894
7255 -6.60349 2.97765
7270 0.91358 -4.86817
7278 -0.07555 -5.27103
7279 1.34049 -4.45029
7280 0.88837 -5.16962
7337 -8.03377 5.90998
7340 -11.63160 6.42087
7341 -9.79135 6.45915
7458 -11.20247 0.39101
7666 -9.02053 -2.91604
7672 10.63068 -0.53858
7701 2.05525 -2.03706
7739 -3.69127 5.04577
7782 -5.47240 5.29237
7808 -4.67203 4.99413
7809 0.95388 0.07890
7810 0.13252 0.33969
7831 -1.12749 1.53393
7835 -2.05604 0.96062
7865 -5.29977 5.79321
7939 -6.66048 1.04531
7968 -7.21553 2.32465
7984 0.72418 0.99612
7994 5.00699 3.30324
8001 3.37075 0.82679
8002 3.84919 0.45548
8003 3.21768 2.06961
8007 3.84919 0.45548
8008 4.03224 1.61203
8009 3.25026 0.98532
8037 4.72308 2.43818
8042 -0.56077 0.69535
8056 -4.90613 4.87141
8061 3.17276 6.25093
8063 -10.85268 6.27284
8071 -5.35684 6.23810
8072 -9.05011 7.05298
8086 -1.31783 4.09709
8087 -5.47031 6.35538
8091 -4.39811 2.21685
8093 -3.02440 1.37864
8097 -3.63122 1.32343
8098 -8.56931 6.36289
8113 -1.70805 0.86727
8124 -0.37626 0.86496
8131 6.89457 1.08334
8138 -0.46148 1.02100
8139 -1.01297 3.90363
8141 0.46681 0.37284
8151 -5.90454 5.21333
8166 -10.44971 3.06934
8176 -6.28821 2.14945
8181 -10.49575 4.30053
8189 2.36362 4.25514
8198 -11.07685 6.65444
8203 5.43208 -6.25591
8207 0.15106 4.41834
8208 -8.85740 -7.11779
8210 1.97639 -3.27930
8213 3.23852 -2.54029
8219 2.88514 1.97898
8220 5.04384 -0.17998
8221 -2.26821 -6.61762
8225 1.37716 3.51405
8227 -8.38341 -7.32370
8229 -9.85176 1.21060
8230 -1.32850 -4.67936
8231 -7.54422 -0.12634
8232 -2.36186 -7.27454
8233 9.45204 -0.64070
8234 1.02108 -5.63077
8235 -1.94023 -6.24508
8245 -2.05644 -1.70272
8268 4.93098 -5.27394
8274 -3.59031 -1.66728
8282 -9.43359 0.27647
8291 4.13576 4.75771
8301 10.23932 -5.96204
8304 10.49777 -7.26668
8306 7.49254 -6.76314
8308 7.24533 -4.71394
8317 -3.97498 6.93266
8320 0.11352 -4.99562
8326 8.76617 -3.95333
8327 6.01889 -4.26429
8336 -0.27984 -7.25466
8339 -1.24003 -6.67110
8341 8.57143 -4.51655
8342 0.55486 -4.41686
8343 8.91048 -4.35332
8371 6.57575 -7.37207
8388 -0.74523 7.18744
8390 3.27442 5.13066
8393 -6.12251 5.23832
8396 5.29074 6.52398
8400 -5.81685 -0.28603
8402 1.60321 -2.24312
8403 1.62841 -3.70133
8405 2.09591 -2.47612
8406 8.45078 4.43213
8407 7.00998 -1.99062
8408 9.53217 -0.78104
8409 6.87463 -1.41750
8413 5.11909 -2.94326
8417 9.21384 -2.84503
8418 10.14272 2.35238
8420 9.61173 -2.86143
8427 -1.74035 -2.52047
8428 6.50345 -2.16729
8429 10.72556 -2.55154
8453 -1.25687 3.94180
8459 5.52686 7.66728
8463 10.18377 2.12281
8492 3.60425 1.82782
8503 10.54549 2.23124
8504 7.60104 3.58931
8505 5.77673 7.62840
8508 -9.25442 3.21660
8509 7.42263 2.56429
8512 2.26406 6.42797
8513 10.97538 4.18892
8517 6.19716 4.08791
8519 3.69040 1.25182
8520 10.72532 3.43852
8522 1.01054 4.55188
8523 5.01256 3.01082
8557 2.37445 5.35089
8565 -8.68208 5.87875
8569 -7.62576 2.48023
8570 -2.56580 4.21827
8572 2.22885 4.42208
8576 5.34618 7.40175
8587 -1.09307 4.12352
8595 -0.37625 7.45015
8596 2.97473 1.66542
8607 8.41072 7.37461
8619 11.09772 5.74621
8621 8.72470 7.24731
8643 -10.06403 3.53811
8652 -10.30632 3.41137
8672 7.58173 3.85433
8673 8.17839 4.95088
8674 10.83046 4.78023
8675 7.01549 4.46287
8683 10.04580 5.70548
8687 8.55961 5.80817
8688 3.07858 7.16220
8693 9.91867 6.14744
10955 -9.39351 3.13992
11088 -8.04088 5.51448
11239 3.96303 5.86218
12338 3.87779 2.53644
12511 1.58263 -3.85815
12605 -3.47971 -4.73310
12637 0.72735 -5.26891
12743 -5.82578 5.75303
16030 7.58832 -2.61197
16691 -9.03542 5.99719
16752 -10.64860 3.76721
16756 -4.99894 4.62132
16903 7.88044 -7.02771
16922 -7.75402 -4.18598
20807 2.74286 5.84827
21005 -0.29923 0.55113
21223 -1.78724 -6.89191
23524 1.71555 -2.11350
23632 7.67947 -1.49107
23965 4.66349 6.50300
24370 -6.73321 0.32707
24589 -6.22857 5.55349
24650 5.59437 5.29264
24837 5.13524 6.87249
25136 9.87424 5.25259
25235 6.64729 0.97686
25295 8.58721 -2.57499
25366 6.86764 -4.60867
25367 6.67232 -4.69209
GCP_LCP-30 5.46221 2.11750
-99
W0893 H_23.52000_15.68000
21159 -7.71144 -0.40343
25041 6.23485 5.60779
25150 8.54901 3.30526
25152 3.52436 5.98948
25154 7.80644 6.02726
25155 2.48231 5.15651
25238 9.11488 2.79162
25239 7.02010 3.48481
25296 10.52439 -1.98615
25297 10.05914 2.76504
25298 8.14121 3.70139
25299 6.06429 -1.66493
25300 5.64045 -1.40797
25301 1.15981 6.16131
25302 9.86989 5.42071
25303 8.38503 -2.07450
25304 9.21479 -1.18123
25305 8.06798 -2.85207
25368 10.59161 3.20564
25369 11.30621 -6.24315
25370 8.22559 -1.67853
25371 6.09488 -6.07491
25372 5.37166 -6.66990
25373 7.17812 -7.27606
25374 9.80880 2.49537
25375 9.34971 -4.69281
25376 4.59635 -6.60939
-99
X0893 H_23.52000_15.68000
20929 9.45470 -5.42145
21026 -0.24793 3.29292
21028 0.00546 2.35260
21086 9.66883 -0.23403
21172 8.91521 0.59482
21173 5.23473 0.12463
25054 -4.87775 -5.71010
25071 8.21916 -4.90413
25075 8.04484 -3.63781
25078 5.62812 -2.73002
25160 6.62759 -0.45644
25167 7.81651 -5.46720
25170 4.19828 -0.00913
25249 7.11248 2.00898
25252 7.97829 3.62239
25309 9.25096 5.20394
25310 6.81445 4.27844
25311 9.76487 4.47179
25312 6.98055 -4.97158
25313 4.75076 2.72176
25316 9.84700 0.80424
25377 7.00036 -3.11978
25378 11.34949 -2.48409
25379 7.87664 5.46820
25382 11.30244 -2.90105
25383 7.33199 -2.03054
25386 -2.48947 6.47865
25389 8.50914 6.96374
28914 -2.85367 -2.78000
-99
A0894 H_23.52000_15.68000
10294 -7.43332 4.23035
21094 -3.09604 4.29850
24143 6.39510 5.27267
24153 4.72183 2.84718
24332 6.87301 2.63467
25088 7.11777 -0.56201
25258 -2.59823 -5.70150
25261 6.43756 1.10602
25264 1.85728 -0.90202
25265 5.88112 -5.01009
25268 9.77894 -0.70140
25318 8.24805 3.74252
25319 10.05072 -2.16630
25321 3.10276 2.39532
25322 1.03704 7.28325
25324 4.94910 6.45352
25325 5.77065 6.21285
25326 5.91846 -0.48255
25327 -4.84487 -2.57841
25328 11.32614 0.96650
25329 10.36617 -3.88427
25330 3.71391 4.35506
25331 4.55638 -4.48580
25332 4.58399 -2.68930
25334 3.69888 6.94643
25391 2.76272 3.93366
25392 -9.37998 -4.15468
25393 3.63328 0.95034
25394 7.13293 7.64844
25395 4.88895 -3.43201
25396 0.09159 3.35508
25397 1.97737 7.32734
25398 3.15996 0.66002
25399 4.51943 -1.58382
25400 -1.45121 -3.88703
25401 5.53397 -0.89785
25403 -1.96377 -4.83508
25405 -2.57193 -1.23665
25407 1.83104 2.75547
25408 -6.86288 -0.06641
25409 -0.79152 3.83907
25410 2.17977 -4.35718
25411 -0.85393 -0.00346
25412 -7.68461 -1.67921
-99
D0894 H_23.52000_15.68000
20999 -1.56454 -1.60117
21047 5.29270 -5.41030
21072 5.30260 1.24484
21074 -3.57325 -4.31596
21154 5.90125 -1.44309
21212 9.16877 -5.04047
23693 9.17776 -5.61046
25197 -9.79705 3.27947
25272 -2.04600 4.08746
25283 -5.88388 -3.81695
25285 1.59524 1.29200
25289 1.38785 -1.10207
25292 -0.10924 1.12915
25294 -0.78612 -0.61487
25338 4.39040 -5.69576
25339 2.66568 2.81353
25340 -0.13062 5.55492
25341 3.24794 6.55918
25342 3.46549 3.90037
25343 2.04916 -6.34177
25344 5.89371 7.16734
25345 4.84129 3.57691
25346 2.02593 -6.18293
25347 2.35037 -3.62127
25348 2.96251 -3.53807
25349 2.12682 3.40086
25350 5.58779 1.86343
25351 4.50191 -1.01035
25352 6.78229 -3.42590
25353 3.27931 -5.55172
25354 -0.08884 -5.50204
25355 4.52994 0.83087
25356 7.34872 3.67238
25357 -2.15446 -6.26664
25358 7.07659 0.89660
25359 7.24730 0.69634
25360 3.50938 -6.36172
25361 -6.37635 0.99798
25362 6.89767 4.41872
25363 5.45679 3.77177
25364 -5.93117 -6.45265
25413 8.40845 5.65246
25414 10.56769 1.60563
25415 10.68237 -4.18371
25417 9.25248 -2.93881
25418 -4.31462 -6.73368
25419 10.40312 -0.93527
25420 6.78033 -6.70586
25421 8.48572 -2.03453
25422 10.84833 4.89709
25423 10.13671 -3.04972
25424 10.37303 3.94433
25425 9.90414 6.32380
25427 9.60133 4.87724
25428 6.06883 4.57443
25429 0.50878 -4.61021
25430 10.20474 -6.47033
25433 9.38873 -6.70676
25434 -3.22222 -5.95750
25436 -1.72533 -5.73429
25438 -0.30802 0.58759
25439 1.50658 -7.49674
25441 -10.16993 6.12232
25442 -10.53216 3.73583
-99
S0894 H_23.52000_15.68000
2426 -6.59303 6.22320
2812 2.13789 4.26033
2888 -5.84482 6.45014
2943 2.30266 1.79150
3567 -6.65243 6.35251
3809 1.18827 4.73946
5286 -8.81168 1.09998
5291 -8.00496 0.39567
5386 -6.85265 -1.70733
5425 -4.29746 -0.19668
5444 3.28871 -3.62830
5489 -7.49448 -0.03119
5578 -7.38743 0.17172
5652 -7.80562 -0.56179
5723 -7.13712 -1.79103
5754 -7.58901 -3.41030
5755 -7.36952 -1.53534
5784 -7.06009 -3.54374
5787 -7.33926 -3.23602
5796 -6.14083 -2.65240
5797 -2.99765 2.70841
5808 1.36486 -2.65781
5819 -6.46743 -1.52921
5849 -6.06420 0.40344
5858 -6.44938 -0.66334
5904 -3.97279 -0.28835
5934 -8.20071 -1.49137
6447 5.34063 -3.47722
6448 4.55649 -2.36251
6452 8.31742 -4.05339
6453 -9.27095 -3.64028
6454 -9.11070 1.03312
6455 -7.92932 -0.38308
6458 6.10334 2.80890
6466 11.46771 1.28627
6878 -6.59675 0.80273
6913 2.67087 -5.97095
6956 -9.00045 0.00916
7090 -0.05526 -1.57178
7115 0.03931 -1.69632
7119 -0.12267 -1.44168
7125 1.98877 -0.63871
7126 9.93966 -7.00199
7270 1.65287 -1.20879
7278 0.66310 -1.61790
7279 2.08911 -0.79165
7280 1.63377 -1.49613
7376 0.24672 -7.36433
7382 0.52464 -0.65784
7455 -4.56848 -3.08502
7495 8.16430 -6.21120
7503 6.18505 -5.94277
7507 4.98972 -4.57624
7508 -6.43137 -4.80696
7509 4.35414 -4.97755
7510 4.47457 -1.37690
7511 -9.93143 -2.55645
7512 3.41528 -5.15309
7515 -9.68597 -4.23053
7660 1.61148 5.20012
7662 -3.46077 3.56080
7666 -8.35397 0.80454
7672 11.39212 3.10492
7696 -5.72137 -4.34075
7701 2.80893 1.65423
7728 6.44513 -6.21974
7729 9.94906 -6.03510
7730 6.28588 -6.17668
7731 7.96139 -7.24939
7732 6.29075 -7.25251
7744 7.56215 -3.23847
7767 -10.45774 2.69743
7768 7.84996 -5.24567
7769 4.06439 -7.62829
7809 1.70027 3.79112
7810 0.89897 4.04835
7831 -0.35669 5.25561
7835 -1.30480 4.69590
7858 -9.33064 -3.87045
7862 -3.97279 -0.28835
7936 -5.92614 6.82969
7984 1.49194 4.70206
7994 5.73516 7.00433
8001 4.11796 4.49758
8003 3.97809 5.75303
8007 4.61251 4.10188
8008 4.77272 5.29191
8009 3.99918 4.65486
8042 0.18916 4.41270
8091 -3.64471 5.95148
8113 -0.94899 4.59580
8124 0.37997 4.58446
8131 7.63781 4.76518
8138 0.29276 4.73882
8141 1.22486 4.08306
8166 -9.72355 6.82499
8176 -5.53190 5.89802
8180 -1.08306 5.56929
8203 6.20229 -2.62446
8208 -8.22988 -3.50656
8210 2.72638 0.39161
8215 -0.53687 2.31986
8219 3.62716 5.65081
8220 5.77808 3.50024
8226 1.92766 -0.12725
8227 -7.76625 -3.70170
8229 -9.07059 5.13050
8230 -0.59823 -1.01255
8232 -1.65352 -3.64799
8233 10.18699 2.95521
8234 1.76786 -1.97018
8235 -1.22165 -2.60200
8237 0.18936 -5.65761
8241 -1.75417 -4.71566
8243 0.36756 -4.92789
8244 -2.87955 5.06135
8245 -1.25999 2.21751
8251 -7.32470 -4.02059
8267 -7.27731 4.28941
8268 5.73463 -1.46877
8269 -5.90555 -4.31217
8270 -2.41259 -5.18409
8279 -8.94632 1.47778
8292 -10.24750 -1.50223
8297 -1.49614 -4.18933
8298 -1.20987 -5.49135
8299 -0.95895 -4.84440
8300 -0.73242 -4.39066
8301 11.08349 -2.12350
8304 11.34378 -3.50308
8306 8.26081 -3.21367
8307 0.42098 -2.87881
8311 0.15143 -4.70302
8312 -0.42065 -5.09993
8313 -0.23133 -5.41532
8320 0.84710 -1.33079
8326 9.52474 -0.36714
8336 0.44709 -3.62995
8339 -0.52398 -3.02524
8341 9.33649 -0.93006
8342 1.29584 -0.74970
8343 9.68910 -0.76665
8344 -0.68279 -5.72139
