imageName, cameraIndex, cameraName, X_opt, Y_opt, Z_opt, X_gps, Y_gps, Z_gps, X_acc, Y_acc, Z_acc, Omega, Phi, Kappa, X_uncertainty, Y_uncertainty, Z_uncertainty, Omega_uncertainty, Phi_uncertainty, Kappa_uncertainty, inlierProb
X0628.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717419.178456, 1606222.226010, 184.350248, 717419.130165, 1606220.447850, 186.830100, 5.000000, 5.000000, 10.000000, 43.759966, 18.739578, 16.106903, 0.026127, 0.027418, 0.021509, 0.008599, 0.006488, 0.007133, 1.000000
A0629.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717405.526081, 1606243.203121, 184.445745, 717405.457823, 1606241.420578, 187.043200, 5.000000, 5.000000, 10.000000, 20.919468, -37.330001, -59.384701, 0.025683, 0.029187, 0.021547, 0.010467, 0.007182, 0.006360, 1.000000
D0629.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717405.567830, 1606243.109410, 184.443261, 717405.457823, 1606241.420578, 187.043200, 5.000000, 5.000000, 10.000000, -23.367721, 42.968140, 124.314533, 0.025683, 0.029187, 0.021547, 0.011271, 0.006694, 0.008436, 1.000000
S0629.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717405.545348, 1606243.156389, 184.422532, 717405.457823, 1606241.420578, 187.043200, 5.000000, 5.000000, 10.000000, -0.083279, 4.002742, -155.944792, 0.025683, 0.029187, 0.021547, 0.008041, 0.009850, 0.002284, 1.000000
W0629.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717405.593462, 1606243.177261, 184.441088, 717405.457823, 1606241.420578, 187.043200, 5.000000, 5.000000, 10.000000, -39.890009, -14.149699, -159.367231, 0.025683, 0.029187, 0.021547, 0.008169, 0.007588, 0.006598, 1.000000
X0629.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717405.500292, 1606243.135580, 184.447668, 717405.457823, 1606241.420578, 187.043200, 5.000000, 5.000000, 10.000000, 43.306973, 19.836625, 15.522959, 0.025683, 0.029187, 0.021547, 0.008778, 0.006741, 0.007560, 1.000000
A0630.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717392.207955, 1606264.351050, 184.282048, 717392.142499, 1606262.254808, 186.805500, 5.000000, 5.000000, 10.000000, 21.567259, -38.673814, -60.509355, 0.025400, 0.025028, 0.020880, 0.009666, 0.006521, 0.006063, 1.000000
D0630.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717392.247599, 1606264.256482, 184.278023, 717392.142499, 1606262.254808, 186.805500, 5.000000, 5.000000, 10.000000, -20.578077, 42.595638, 122.180792, 0.025400, 0.025028, 0.020880, 0.010040, 0.006320, 0.007576, 1.000000
S0630.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717392.226536, 1606264.304436, 184.258050, 717392.142499, 1606262.254808, 186.805500, 5.000000, 5.000000, 10.000000, 1.337369, 3.057043, -157.249880, 0.025400, 0.025028, 0.020880, 0.007296, 0.009220, 0.001990, 1.000000
W0630.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717392.274798, 1606264.323755, 184.277860, 717392.142499, 1606262.254808, 186.805500, 5.000000, 5.000000, 10.000000, -38.952832, -14.035437, -161.022688, 0.025400, 0.025028, 0.020880, 0.007358, 0.007127, 0.006238, 1.000000
